variant,origin_index,origin_period,build_period,calibration_date,burn_in_quarters,simulated_quarters,t_prime,t_max,paths_requested,paths_used,paths_failed,calibration_seconds,simulation_seconds
headline_v2,40,2010Q2,2010Q2,2010-06-30,0,12,54,12,500,500,0,2.9851601123809814,45.280298948287964
headline_v2,41,2010Q3,2010Q3,2010-09-30,0,12,55,12,500,500,0,0.01843714714050293,49.858104944229126
headline_v2,42,2010Q4,2010Q4,2010-12-31,0,12,56,12,500,500,0,0.021492958068847656,88.11159896850586
headline_v2,43,2011Q1,2011Q1,2011-03-31,0,12,57,12,500,500,0,0.20232796669006348,190.22301506996155
headline_v2,44,2011Q2,2011Q2,2011-06-30,0,12,58,12,500,500,0,0.7631199359893799,238.80145502090454
headline_v2,45,2011Q3,2011Q3,2011-09-30,0,12,59,12,500,500,0,0.5616781711578369,185.25912380218506
headline_v2,46,2011Q4,2011Q4,2011-12-31,0,12,60,12,500,500,0,0.630155086517334,161.35972595214844
headline_v2,47,2012Q1,2012Q1,2012-03-31,0,12,61,12,500,500,0,0.10299801826477051,43.57148194313049
headline_v2,48,2012Q2,2012Q2,2012-06-30,0,12,62,12,500,500,0,0.019863128662109375,167.9919729232788
headline_v2,49,2012Q3,2012Q3,2012-09-30,0,12,63,12,500,500,0,0.06109619140625,245.29032802581787
headline_v2,50,2012Q4,2012Q4,2012-12-31,0,12,64,12,500,500,0,0.03835487365722656,48.993590116500854
headline_v2,51,2013Q1,2013Q1,2013-03-31,0,12,65,12,500,500,0,0.031744956970214844,50.031107902526855
headline_v2,52,2013Q2,2013Q2,2013-06-30,0,12,66,12,500,500,0,0.014804840087890625,45.8083221912384
headline_v2,53,2013Q3,2013Q3,2013-09-30,0,12,67,12,500,500,0,0.005986928939819336,40.800968170166016
headline_v2,54,2013Q4,2013Q4,2013-12-31,0,12,68,12,500,500,0,0.0019559860229492188,40.824843883514404
headline_v2,55,2014Q1,2014Q1,2014-03-31,0,12,69,12,500,500,0,0.013151168823242188,40.79495692253113
headline_v2,56,2014Q2,2014Q2,2014-06-30,0,12,70,12,500,500,0,0.01236414909362793,41.02319693565369
headline_v2,57,2014Q3,2014Q3,2014-09-30,0,12,71,12,500,500,0,0.022274017333984375,41.141237020492554
headline_v2,58,2014Q4,2014Q4,2014-12-31,0,12,72,12,500,500,0,0.0058591365814208984,41.184211015701294
headline_v2,59,2015Q1,2015Q1,2015-03-31,0,12,73,12,500,500,0,0.003247976303100586,41.02393293380737
headline_v2,60,2015Q2,2015Q2,2015-06-30,0,12,74,12,500,500,0,0.011990070343017578,41.54981589317322
