sample_track,model_id,benchmark_model_id,target_id,horizon,observation_count,rmse_ratio,mae_ratio,rmse_gain_percent
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,gdp_deflator,8,54,2.6451416806917516,1.665746210912451,-164.51416806917516
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,gdp_deflator,12,50,5.062226565939513,2.3665405809315603,-406.2226565939513
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,nominal_gdp,1,61,1.003203343932436,1.2069717719270023,-0.32033439324359314
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,nominal_gdp,2,60,1.2382669935652637,1.2087452495480075,-23.82669935652637
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,nominal_gdp,4,58,1.8331529455203603,1.461046054186496,-83.31529455203604
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,nominal_gdp,8,54,3.494785302076773,2.0352677001861332,-249.47853020767732
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,nominal_gdp,12,50,9.890869558958576,4.198665239673193,-889.0869558958576
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,unemployment_rate,1,61,0.9823665056786567,1.2637245581105172,1.7633494321343313
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,unemployment_rate,2,60,0.7910170690880294,1.011725159513924,20.89829309119706
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,unemployment_rate,4,58,0.6925945824875843,0.9686152989709602,30.74054175124157
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,unemployment_rate,8,54,1.5237125922277233,1.2955166627670913,-52.37125922277232
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,unemployment_rate,12,50,1.96459887757321,1.4559328118587813,-96.459887757321
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,effective_federal_funds_rate,1,61,0.5343792202619178,0.7469538951784002,46.56207797380822
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,effective_federal_funds_rate,2,60,0.5994413723879676,0.8094146006547146,40.055862761203244
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,effective_federal_funds_rate,4,58,0.6226023347107693,0.7818404311619396,37.73976652892307
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,effective_federal_funds_rate,8,54,0.8703753936174115,0.869946867404122,12.962460638258854
abm_all_available_common_cells,beforeit_var_p2_constant,beforeit_var_p1_constant,effective_federal_funds_rate,12,50,1.0514151169965231,0.963433679830307,-5.1415116996523125
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,real_gdp,1,61,0.9530413356421713,1.2617335539654402,4.69586643578287
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,real_gdp,2,60,1.4297550619559267,1.5716672664796398,-42.97550619559267
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,real_gdp,4,58,2.1113026229177847,1.8417631669187267,-111.13026229177846
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,real_gdp,8,54,3.4519261388466185,2.484778114820272,-245.19261388466185
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,real_gdp,12,50,41.32622383093507,15.58108230771263,-4032.622383093507
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,gdp_deflator,1,61,1.0997103325833475,1.1255805525143878,-9.97103325833475
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,gdp_deflator,2,60,1.8322909299214334,1.4081316776961894,-83.22909299214334
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,gdp_deflator,4,58,1.9429716804197377,1.5242906888941097,-94.29716804197376
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,gdp_deflator,8,54,9.217270901378445,3.641023459580379,-821.7270901378445
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,gdp_deflator,12,50,23.501280467571004,7.32875061031269,-2250.1280467571005
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,nominal_gdp,1,61,0.8767782981125519,1.2527798459734927,12.322170188744808
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,nominal_gdp,2,60,1.5630777859509335,1.6422295459687428,-56.30777859509335
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,nominal_gdp,4,58,2.2010723636212863,1.8446201579703916,-120.10723636212863
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,nominal_gdp,8,54,5.253074759669435,3.076244012713652,-425.30747596694346
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,nominal_gdp,12,50,42.77402990892997,13.434676948428168,-4177.402990892997
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,unemployment_rate,1,61,0.8233672145114376,1.1713664300907025,17.663278548856244
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,unemployment_rate,2,60,1.0201380691422637,1.4059150933633136,-2.013806914226368
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,unemployment_rate,4,58,0.7369442934923545,1.2736203277589198,26.305570650764555
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,unemployment_rate,8,54,8.021460858816196,3.5277540039465363,-702.1460858816196
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,unemployment_rate,12,50,17.58889481457326,7.487291317436108,-1658.889481457326
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,effective_federal_funds_rate,1,61,0.6585770935295338,0.8523550322005629,34.14229064704662
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,effective_federal_funds_rate,2,60,0.6891032834751297,0.8766213433566619,31.089671652487027
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,effective_federal_funds_rate,4,58,0.7842676984437456,0.9667741879212489,21.573230155625446
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,effective_federal_funds_rate,8,54,1.4578574039799315,1.361419470047555,-45.785740397993145
abm_all_available_common_cells,beforeit_var_p3_constant,beforeit_var_p1_constant,effective_federal_funds_rate,12,50,1.8142723195121289,1.466973695291834,-81.42723195121289
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,real_gdp,1,61,0.8711611473878663,0.8863979824523455,12.883885261213369
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,real_gdp,2,60,0.8766116291968458,0.8506366204553629,12.338837080315423
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,real_gdp,4,58,0.9760550096829379,0.9212576454698069,2.39449903170621
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,real_gdp,8,54,0.8220636966411408,0.8205800905467325,17.793630335885922
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,real_gdp,12,50,0.9876928968411903,0.9473039777448796,1.2307103158809674
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,gdp_deflator,1,61,0.9379710866136118,0.9860827933773698,6.202891338638816
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,gdp_deflator,2,60,0.8910790824509368,0.8997617410820997,10.89209175490632
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,gdp_deflator,4,58,0.8705717440384739,0.8434568625114323,12.942825596152607
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,gdp_deflator,8,54,0.9929161784765366,0.8997295443632283,0.7083821523463429
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,gdp_deflator,12,50,0.9090372898680626,0.863515816970419,9.096271013193736
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,nominal_gdp,1,61,0.8694017272013543,0.8899650183136384,13.059827279864567
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,nominal_gdp,2,60,0.8488376706894044,0.8479889242246526,15.116232931059558
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,nominal_gdp,4,58,0.9541203125374369,0.9054909014250363,4.58796874625631
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,nominal_gdp,8,54,0.8358597495970433,0.8061579548716626,16.414025040295666
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,nominal_gdp,12,50,0.9778081147035504,0.9268354842195818,2.2191885296449554
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,unemployment_rate,1,61,0.7965924277691894,0.8719673226423325,20.340757223081063
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,unemployment_rate,2,60,0.6623293581545516,0.8956859661993537,33.767064184544836
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,unemployment_rate,4,58,0.5356917220225236,0.8740088742135178,46.43082779774764
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,unemployment_rate,8,54,0.9486509746366978,1.1154568522287807,5.134902536330221
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,unemployment_rate,12,50,0.5658060604567835,0.9171583508306221,43.41939395432165
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,effective_federal_funds_rate,1,61,0.729289596628997,0.8527641451974417,27.071040337100307
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,effective_federal_funds_rate,2,60,0.6906078400556653,0.844367401073698,30.939215994433468
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,effective_federal_funds_rate,4,58,0.6586397223466726,0.823486144154948,34.13602776533274
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,effective_federal_funds_rate,8,54,0.8267111461226386,0.911375811002026,17.328885387736136
abm_all_available_common_cells,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,effective_federal_funds_rate,12,50,0.8435093726680052,0.8584642357859458,15.649062733199482
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,real_gdp,1,61,0.6698444938462932,0.6905729127030854,33.01555061537068
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,real_gdp,2,60,0.829939500306887,0.7336635060043797,17.0060499693113
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,real_gdp,4,58,0.9797143559618436,0.8785640406851246,2.028564403815636
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,real_gdp,8,54,0.8198730303774862,0.7900409564252333,18.012696962251383
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,real_gdp,12,50,0.9882542220937719,0.9624590542423347,1.1745777906228105
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,gdp_deflator,1,61,0.7938087236222695,0.9185087206436714,20.619127637773047
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,gdp_deflator,2,60,0.7739946469863886,0.7786173704484007,22.600535301361134
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,gdp_deflator,4,58,0.8271771370256477,0.8077048656071409,17.282286297435235
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,gdp_deflator,8,54,0.9778707790386585,0.8659337318225825,2.212922096134151
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,gdp_deflator,12,50,0.8911492893617455,0.8426514680861409,10.885071063825446
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,nominal_gdp,1,61,0.6560968801253882,0.7105442864408541,34.390311987461175
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,nominal_gdp,2,60,0.7779647055835247,0.7245510257616817,22.20352944164753
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,nominal_gdp,4,58,0.9536246680222634,0.8505527721775292,4.637533197773658
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,nominal_gdp,8,54,0.8389213203279298,0.803938754637654,16.107867967207024
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,nominal_gdp,12,50,0.9786281618257133,0.9366480296846458,2.1371838174286673
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,unemployment_rate,1,61,1.4015079661733822,3.539085597896603,-40.15079661733822
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,unemployment_rate,2,60,0.9454166816095491,2.53301925441245,5.458331839045094
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,unemployment_rate,4,58,0.8861686906158737,2.186957189359665,11.383130938412634
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,unemployment_rate,8,54,2.1444415914264354,2.9637295722436847,-114.44415914264354
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,unemployment_rate,12,50,1.295612230667766,2.2812443263909237,-29.5612230667766
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,effective_federal_funds_rate,1,61,0.5625538837022533,0.5837836482066276,43.74461162977467
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,effective_federal_funds_rate,2,60,0.5558335922545528,0.6265963047064795,44.416640774544724
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,effective_federal_funds_rate,4,58,0.5885219497860399,0.6632020631361257,41.14780502139601
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,effective_federal_funds_rate,8,54,0.7962048401902646,0.7617028436596276,20.37951598097354
abm_all_available_common_cells,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,effective_federal_funds_rate,12,50,0.8051572971733997,0.775213790440448,19.48427028266003
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,real_gdp,1,61,0.6715607392642591,0.6945327163404692,32.843926073574096
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,real_gdp,2,60,0.8328232530183507,0.739834268611687,16.71767469816493
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,real_gdp,4,58,0.9806773957743002,0.8799232659425477,1.9322604225699758
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,real_gdp,8,54,0.8194996621662229,0.7895690185356357,18.050033783377707
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,real_gdp,12,50,0.9875848210168992,0.9676841175133692,1.241517898310085
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,gdp_deflator,1,61,0.7936355018199002,0.9174860138328932,20.636449818009982
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,gdp_deflator,2,60,0.775343723296681,0.7781325572540925,22.4656276703319
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,gdp_deflator,4,58,0.8252646261655503,0.8064789848263796,17.47353738344497
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,gdp_deflator,8,54,0.9780366473789548,0.8712552366307684,2.1963352621045207
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,gdp_deflator,12,50,0.8910006694406614,0.8446240529549416,10.899933055933865
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,nominal_gdp,1,61,0.6572835408580915,0.7154495017672433,34.27164591419085
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,nominal_gdp,2,60,0.7809854788002065,0.7272866688963358,21.901452119979346
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,nominal_gdp,4,58,0.9533849198224907,0.8475547004565345,4.661508017750926
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,nominal_gdp,8,54,0.8379306933834172,0.8041239419367188,16.20693066165828
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,nominal_gdp,12,50,0.9796911389920158,0.9368825575905523,2.0308861007984236
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,unemployment_rate,1,61,1.3628760327597036,3.3386368940067874,-36.28760327597036
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,unemployment_rate,2,60,0.9044629430917571,2.3024631507023723,9.553705690824287
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,unemployment_rate,4,58,0.8754992287261882,2.144191088809943,12.450077127381176
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,unemployment_rate,8,54,2.3237809762206125,3.258413681174758,-132.37809762206126
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,unemployment_rate,12,50,1.3354218989729172,2.3753655559124747,-33.54218989729172
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,effective_federal_funds_rate,1,61,0.5611723948136688,0.5715417014480514,43.88276051863313
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,effective_federal_funds_rate,2,60,0.5550742091564403,0.618155135714158,44.49257908435597
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,effective_federal_funds_rate,4,58,0.5892704504142712,0.6597159792344401,41.07295495857288
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,effective_federal_funds_rate,8,54,0.7997111941747598,0.7633061354095352,20.02888058252402
abm_all_available_common_cells,beforeit_abm_us_v2_median,beforeit_var_p1_constant,effective_federal_funds_rate,12,50,0.807796872187101,0.7765072779105416,19.220312781289906
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,real_gdp,1,61,0.688693388836993,0.841540101437432,31.130661116300693
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,real_gdp,2,60,1.2939266588781126,2.375990536147748,-29.392665887811265
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,real_gdp,4,58,1.0824569053070816,1.454198004199675,-8.24569053070816
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,real_gdp,8,54,0.8575805217855917,1.087199604805278,14.241947821440826
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,real_gdp,12,50,1.0347257906047604,1.2833202257198797,-3.4725790604760443
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,gdp_deflator,1,61,0.7938087236222701,0.9185087206436726,20.619127637772994
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,gdp_deflator,2,60,0.771300361008007,0.7799767269342011,22.8699638991993
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,gdp_deflator,4,58,0.8223385572389181,0.8072782052759648,17.766144276108186
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,gdp_deflator,8,54,0.9751381015454424,0.8606243308948447,2.486189845455755
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,gdp_deflator,12,50,0.8917053760249004,0.8423691518175911,10.829462397509959
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,nominal_gdp,1,61,0.6740445075302305,0.818647806543575,32.59554924697695
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,nominal_gdp,2,60,1.1677739796493545,2.0706301921295487,-16.777397964935446
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,nominal_gdp,4,58,1.0510497795195566,1.271559260928839,-5.104977951955658
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,nominal_gdp,8,54,0.8819340262377985,1.008435746721576,11.806597376220152
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,nominal_gdp,12,50,1.0282480281906203,1.1551683750765787,-2.8248028190620333
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,unemployment_rate,1,61,1.3589514493708308,3.3439306530792066,-35.89514493708308
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,unemployment_rate,2,60,0.6650463267752853,1.6363735875286616,33.495367322471466
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,unemployment_rate,4,58,0.4726277317681419,1.0948325697852586,52.737226823185814
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,unemployment_rate,8,54,0.856685603872564,1.0314592526225395,14.331439612743601
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,unemployment_rate,12,50,0.4654222664144337,0.6541138308918061,53.457773358556636
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,effective_federal_funds_rate,1,61,0.5625538837022533,0.5837836482066276,43.74461162977467
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,effective_federal_funds_rate,2,60,0.5558626250942212,0.626863541340102,44.41373749057787
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,effective_federal_funds_rate,4,58,0.5881371216678354,0.6643893121468704,41.18628783321646
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,effective_federal_funds_rate,8,54,0.7957893792662593,0.7617231834079456,20.421062073374074
abm_all_available_common_cells,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,effective_federal_funds_rate,12,50,0.8060339636342598,0.7771992027933206,19.396603636574017
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,real_gdp,1,61,0.6912176159331669,0.8442427105487657,30.878238406683312
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,real_gdp,2,60,1.2916151901341755,2.3705079723490767,-29.161519013417546
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,real_gdp,4,58,1.0724404358916233,1.4163014489191093,-7.24404358916233
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,real_gdp,8,54,0.8544082944189119,1.0708761986179776,14.559170558108814
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,real_gdp,12,50,1.028934352641523,1.2543039762216965,-2.893435264152311
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,gdp_deflator,1,61,0.7936355018198813,0.9174860138328638,20.63644981801187
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,gdp_deflator,2,60,0.7721130337884979,0.7787866094869499,22.788696621150205
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,gdp_deflator,4,58,0.8209903477731443,0.8072577544374245,17.90096522268557
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,gdp_deflator,8,54,0.9739117247797133,0.8617744785679669,2.608827522028667
abm_all_available_common_cells,beforeit_abm_us_v1_median,beforeit_var_p1_constant,gdp_deflator,12,50,0.8949934612342844,0.8463218961512942,10.500653876571564
