sample_track,target_set,model_id,benchmark_model_id,status,cell_count,expected_cell_count,weighted_rmse_ratio,weighted_mae_ratio
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.9089986121426213,0.8931791586857714
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v3_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8287188188409319,0.8061673460616197
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v3_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8289610507683247,0.8067319405625536
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8291690517775588,0.8104196083949821
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v2_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8297224736296309,0.8121461440509128
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8937660203900836,1.1022176458649349
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,beforeit_abm_us_v1_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8929298563558177,1.0976623325134793
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,dsge_small_nk,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.885391434405299,1.0871742227750243
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,dsge_small_nk_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8852482432584349,1.085910687107964
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,dsge_sw07,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8560207476865015,0.9205619894696464
abm_balanced_h12_common_cells,headline_real_gdp_gdp_deflator,dsge_sw07_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8559731729176403,0.9204623419296364
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_no_change,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.893815299704194,0.8600959214366362
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_drift,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.952953062506577,1.008362616353439
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,naive_historical_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.0782025896165848,1.4449752878084807
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,univariate_ar_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8125487615925151,0.7609985222166487
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,univariate_ar_p4_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7871916439028697,0.8292984684078779
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7702020999347929,0.797634230879075
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_var_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.0,1.0
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_var_p2_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,1.57168918902587,1.2246566635989236
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_var_p3_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,3.533647581512419,1.967050800536632
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7994700190195811,0.843453739158049
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v3_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7022937631376355,0.691402523983195
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v3_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7023995020230819,0.6877474962894339
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7032452927509638,0.694030626017988
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v2_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.703957624892788,0.6911517248855753
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v1_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.761126062238537,0.9118550101183309
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,beforeit_abm_us_v1_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7603149690784708,0.9047389978955322
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,dsge_small_nk,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7618443156329602,1.0354971628956253
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,dsge_small_nk_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.7557431958124323,1.0183946535395492
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,dsge_sw07,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.9142401762172645,1.1521096302631948
abm_balanced_h12_common_cells,secondary_nominal_gdp_effective_federal_funds_rate,dsge_sw07_median,beforeit_var_p1_constant,COMPLETE_MATCHED,10,10,0.8929776616008211,1.1097813000864778
abm_balanced_h12_common_cells,labour_unemployment_rate,naive_no_change,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.6532453374554689,0.849696245445136
abm_balanced_h12_common_cells,labour_unemployment_rate,naive_drift,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.6972968671671522,0.9621464709811971
abm_balanced_h12_common_cells,labour_unemployment_rate,naive_historical_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.7157965660556893,1.744394084093024
abm_balanced_h12_common_cells,labour_unemployment_rate,univariate_ar_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.6496862936869472,0.9778438182465116
abm_balanced_h12_common_cells,labour_unemployment_rate,univariate_ar_p4_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,1.3435344328864491,1.445766891370552
abm_balanced_h12_common_cells,labour_unemployment_rate,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,1.3097582093355238,1.2859574387053148
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_var_p1_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,1.0,1.0
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_var_p2_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,1.0513926861714393,1.106114199630025
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_var_p3_constant,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,3.599752563465128,2.130918337080138
abm_balanced_h12_common_cells,labour_unemployment_rate,bvar_mniw_v1_p1_constant_tight3fc999999999999a_decay3ff0000000000000_own0000000000000000_ivar4059000000000000_iwoff2_iscale3ff0000000000000_floor3e45798ee2308c3a_diffmse_scale,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.7097675579014125,0.917808038170258
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_abm_us_v3_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.8441367127455718,2.0956767131811107
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_abm_us_v3_median,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,0.8694682511000635,2.1523314503507938
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_abm_us_v2_mean,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,1.2745888156060357,2.768437295570606
abm_balanced_h12_common_cells,labour_unemployment_rate,beforeit_abm_us_v2_median,beforeit_var_p1_constant,COMPLETE_MATCHED,5,5,1.28153682532211,2.719349183586431
