sample_track,model_id,target_id,horizon,observation_count,origin_start,origin_end,rmse,mae,mase,mean_error
abm_all_available_common_cells,naive_historical_mean,nominal_gdp,8,54,2010Q2,2023Q3,7.2875376542934145,3.44252364014375,1.5102817025741149,-1.0187733319824024
abm_all_available_common_cells,naive_historical_mean,nominal_gdp,12,50,2010Q2,2022Q3,7.556283118822995,3.6412053908690405,1.6145160858974565,-1.1607534473264713
abm_all_available_common_cells,naive_historical_mean,unemployment_rate,1,61,2010Q2,2025Q2,2.1190346203961465,1.848017654176237,6.879798727022372,0.5275376491916761
abm_all_available_common_cells,naive_historical_mean,unemployment_rate,2,60,2010Q2,2025Q1,2.1112362813786274,1.8453934562530494,6.9078067094931495,0.5991299433448775
abm_all_available_common_cells,naive_historical_mean,unemployment_rate,4,58,2010Q2,2024Q3,2.0953820579328815,1.8398879166371922,6.827068978378075,0.7420240215074473
abm_all_available_common_cells,naive_historical_mean,unemployment_rate,8,54,2010Q2,2023Q3,2.0862804661223806,1.8291929788276944,6.838795926246151,1.0168626719228002
abm_all_available_common_cells,naive_historical_mean,unemployment_rate,12,50,2010Q2,2022Q3,2.120926238088534,1.850442225941519,7.182969082143574,1.2646578238820811
abm_all_available_common_cells,naive_historical_mean,effective_federal_funds_rate,1,61,2010Q2,2025Q2,1.9875071439387675,1.756372959541968,6.303493101232649,0.4325403353534652
abm_all_available_common_cells,naive_historical_mean,effective_federal_funds_rate,2,60,2010Q2,2025Q1,2.0069841610660784,1.7703279589100864,6.359389109856061,0.4114083455339143
abm_all_available_common_cells,naive_historical_mean,effective_federal_funds_rate,4,58,2010Q2,2024Q3,2.0424831426792314,1.7944233161293832,6.487079141995804,0.36769019415684
abm_all_available_common_cells,naive_historical_mean,effective_federal_funds_rate,8,54,2010Q2,2023Q3,2.084553115932132,1.8187622908354797,6.673840103540197,0.27158517250859115
abm_all_available_common_cells,naive_historical_mean,effective_federal_funds_rate,12,50,2010Q2,2022Q3,2.098930903163602,1.8216411398679702,6.743034125401721,0.17716937620449622
abm_all_available_common_cells,univariate_ar_p1_constant,real_gdp,1,61,2010Q2,2025Q2,9.04664670024397,3.297864119656172,1.3427991041027802,-1.0763942490602256
abm_all_available_common_cells,univariate_ar_p1_constant,real_gdp,2,60,2010Q2,2025Q1,7.371783480774824,3.0576247452102137,1.3171577642685826,-0.784891825709447
abm_all_available_common_cells,univariate_ar_p1_constant,real_gdp,4,58,2010Q2,2024Q3,7.186585500067501,3.044728562147678,1.3334092157202873,-0.8711686305585544
abm_all_available_common_cells,univariate_ar_p1_constant,real_gdp,8,54,2010Q2,2023Q3,6.714934650945641,2.9682740461143,1.3286926111635262,-0.7788532701638117
abm_all_available_common_cells,univariate_ar_p1_constant,real_gdp,12,50,2010Q2,2022Q3,6.865110779820829,3.069025939172327,1.3643613843646378,-0.7802028094517443
abm_all_available_common_cells,univariate_ar_p1_constant,gdp_deflator,1,61,2010Q2,2025Q2,1.4256884513530748,1.0889303830025845,1.4292435045154204,-0.15702144445516045
abm_all_available_common_cells,univariate_ar_p1_constant,gdp_deflator,2,60,2010Q2,2025Q1,1.6515783827672563,1.0960483601632065,1.4239596541948956,-0.2481778325312884
abm_all_available_common_cells,univariate_ar_p1_constant,gdp_deflator,4,58,2010Q2,2024Q3,1.9408321806583608,1.2430348913064295,1.6274221728263347,-0.3454128513243753
abm_all_available_common_cells,univariate_ar_p1_constant,gdp_deflator,8,54,2010Q2,2023Q3,2.031877284482296,1.3000623983992636,1.7707533085731837,-0.45690870215703444
abm_all_available_common_cells,univariate_ar_p1_constant,gdp_deflator,12,50,2010Q2,2022Q3,2.10136444711278,1.379642755349462,1.8962072838908204,-0.5518687353609809
abm_all_available_common_cells,univariate_ar_p1_constant,nominal_gdp,1,61,2010Q2,2025Q2,10.100219866779002,4.012468337238543,1.5435762213380124,-1.6523318463783006
abm_all_available_common_cells,univariate_ar_p1_constant,nominal_gdp,2,60,2010Q2,2025Q1,8.418205641591438,3.790737360269346,1.5411155868672242,-1.3207461886964176
abm_all_available_common_cells,univariate_ar_p1_constant,nominal_gdp,4,58,2010Q2,2024Q3,8.497505757828987,3.7767276860574563,1.5695743262601751,-1.4036812931552196
abm_all_available_common_cells,univariate_ar_p1_constant,nominal_gdp,8,54,2010Q2,2023Q3,8.124923376616069,3.8426207447456315,1.6702237861917497,-1.3711780733406316
abm_all_available_common_cells,univariate_ar_p1_constant,nominal_gdp,12,50,2010Q2,2022Q3,7.93245602336929,3.9526654810563557,1.7378875384790273,-1.446321004169356
abm_all_available_common_cells,univariate_ar_p1_constant,unemployment_rate,1,61,2010Q2,2025Q2,1.323078696356275,0.5032006918921575,1.860249156993149,0.19543974032666503
abm_all_available_common_cells,univariate_ar_p1_constant,unemployment_rate,2,60,2010Q2,2025Q1,1.6594531969584303,0.8598785083770063,3.1855130093595836,0.37685411504942434
abm_all_available_common_cells,univariate_ar_p1_constant,unemployment_rate,4,58,2010Q2,2024Q3,1.9849315172703754,1.3859234406369667,5.141904173417448,0.7051233312696955
abm_all_available_common_cells,univariate_ar_p1_constant,unemployment_rate,8,54,2010Q2,2023Q3,2.510435978491332,2.089230419463346,7.8837975477441296,1.2675150342252461
abm_all_available_common_cells,univariate_ar_p1_constant,unemployment_rate,12,50,2010Q2,2022Q3,2.9408328439303117,2.500153734626356,9.618425360530066,1.7577129135937104
abm_all_available_common_cells,univariate_ar_p1_constant,effective_federal_funds_rate,1,61,2010Q2,2025Q2,0.3955055967220294,0.2127611173610828,0.8447231359129046,-0.10844787724780428
abm_all_available_common_cells,univariate_ar_p1_constant,effective_federal_funds_rate,2,60,2010Q2,2025Q1,0.7303930864684315,0.4062301762921632,1.6273045887445199,-0.21409095740006018
abm_all_available_common_cells,univariate_ar_p1_constant,effective_federal_funds_rate,4,58,2010Q2,2024Q3,1.272752060332156,0.7508102923358237,3.0440780067923647,-0.4214070758681721
abm_all_available_common_cells,univariate_ar_p1_constant,effective_federal_funds_rate,8,54,2010Q2,2023Q3,1.9724047203491208,1.3125477477044727,5.343438433151478,-0.8583077896296579
abm_all_available_common_cells,univariate_ar_p1_constant,effective_federal_funds_rate,12,50,2010Q2,2022Q3,2.278897188904244,1.604173486908887,6.482391321183972,-1.1971740633665346
abm_all_available_common_cells,univariate_ar_p4_constant,real_gdp,1,61,2010Q2,2025Q2,9.794935041741821,3.7200651669089164,1.4760239540432454,-1.5405226093031241
abm_all_available_common_cells,univariate_ar_p4_constant,real_gdp,2,60,2010Q2,2025Q1,7.5467984052729875,3.1393851866985987,1.3448153727039158,-0.7944553351873007
abm_all_available_common_cells,univariate_ar_p4_constant,real_gdp,4,58,2010Q2,2024Q3,6.266629012505121,2.70304865215183,1.1883928569531856,-0.4501891912021928
abm_all_available_common_cells,univariate_ar_p4_constant,real_gdp,8,54,2010Q2,2023Q3,6.74019848069036,2.962774491990535,1.3276733686340725,-0.21095933495117403
abm_all_available_common_cells,univariate_ar_p4_constant,real_gdp,12,50,2010Q2,2022Q3,6.912774752212147,3.0948652110683974,1.3741919014915311,-0.7960495000786914
abm_all_available_common_cells,univariate_ar_p4_constant,gdp_deflator,1,61,2010Q2,2025Q2,1.4425176428424884,1.1100312737621667,1.4569201684475306,-0.14420052428381966
abm_all_available_common_cells,univariate_ar_p4_constant,gdp_deflator,2,60,2010Q2,2025Q1,1.6218031413109086,1.131741823381153,1.4699598591331866,-0.17341416605374327
abm_all_available_common_cells,univariate_ar_p4_constant,gdp_deflator,4,58,2010Q2,2024Q3,2.0854006411637176,1.3549476503923652,1.7658156061942403,-0.2554749613703159
abm_all_available_common_cells,univariate_ar_p4_constant,gdp_deflator,8,54,2010Q2,2023Q3,2.284566138517861,1.4961486867029836,2.012037102850648,-0.34932428223563083
abm_all_available_common_cells,univariate_ar_p4_constant,gdp_deflator,12,50,2010Q2,2022Q3,2.3173729950334097,1.485963944969872,2.023323443704453,-0.4298751987037212
abm_all_available_common_cells,univariate_ar_p4_constant,nominal_gdp,1,61,2010Q2,2025Q2,11.569814886757213,4.793608825639679,1.784616422293424,-2.330719354193641
abm_all_available_common_cells,univariate_ar_p4_constant,nominal_gdp,2,60,2010Q2,2025Q1,8.648541135226205,3.7529521847084415,1.5441830501089484,-1.0905427072084566
abm_all_available_common_cells,univariate_ar_p4_constant,nominal_gdp,4,58,2010Q2,2024Q3,7.838662797871424,3.6276900506406156,1.5096391940779053,-1.1682761603856855
abm_all_available_common_cells,univariate_ar_p4_constant,nominal_gdp,8,54,2010Q2,2023Q3,7.296483441290225,3.4330336374842454,1.5114183881214178,-0.7394613223050202
abm_all_available_common_cells,univariate_ar_p4_constant,nominal_gdp,12,50,2010Q2,2022Q3,7.54843472177939,3.638053186112753,1.6094798231368481,-1.1080455925729202
abm_all_available_common_cells,univariate_ar_p4_constant,unemployment_rate,1,61,2010Q2,2025Q2,3.0062752821639993,0.9772007845691556,3.094882334878638,0.5958519667192635
abm_all_available_common_cells,univariate_ar_p4_constant,unemployment_rate,2,60,2010Q2,2025Q1,3.748610745017729,1.214540089154608,4.093785313726827,0.6161928027658785
abm_all_available_common_cells,univariate_ar_p4_constant,unemployment_rate,4,58,2010Q2,2024Q3,5.74250756170456,2.0772827288114817,6.870906986586322,1.199730199196719
abm_all_available_common_cells,univariate_ar_p4_constant,unemployment_rate,8,54,2010Q2,2023Q3,2.811584516457303,1.8735175583761654,6.851670703580499,0.7758027940328178
abm_all_available_common_cells,univariate_ar_p4_constant,unemployment_rate,12,50,2010Q2,2022Q3,6.545687230778066,2.9246715196892707,10.41446390672691,-0.1453921834270402
abm_all_available_common_cells,univariate_ar_p4_constant,effective_federal_funds_rate,1,61,2010Q2,2025Q2,0.2811942759455555,0.19348363377275624,0.7292454215116083,0.021282626603498257
abm_all_available_common_cells,univariate_ar_p4_constant,effective_federal_funds_rate,2,60,2010Q2,2025Q1,0.573466837057894,0.4127599999197031,1.5508848673812252,0.04944183982136941
abm_all_available_common_cells,univariate_ar_p4_constant,effective_federal_funds_rate,4,58,2010Q2,2024Q3,1.1273407723950837,0.8184270291759668,3.047698300375706,0.14612414697467677
abm_all_available_common_cells,univariate_ar_p4_constant,effective_federal_funds_rate,8,54,2010Q2,2023Q3,1.9929020262872241,1.6405812973085647,6.029495102537611,0.30621224138334713
abm_all_available_common_cells,univariate_ar_p4_constant,effective_federal_funds_rate,12,50,2010Q2,2022Q3,2.41479468447564,2.084102698565539,7.629034763403788,0.34744567350211253
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,real_gdp,1,61,2010Q2,2025Q2,9.04664670024397,3.297864119656172,1.3427991041027802,-1.0763942490602256
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,real_gdp,2,60,2010Q2,2025Q1,7.371783480774824,3.0576247452102137,1.3171577642685826,-0.784891825709447
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,real_gdp,4,58,2010Q2,2024Q3,7.186585500067501,3.044728562147678,1.3334092157202873,-0.8711686305585544
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,real_gdp,8,54,2010Q2,2023Q3,6.714934650945641,2.9682740461143,1.3286926111635262,-0.7788532701638117
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,real_gdp,12,50,2010Q2,2022Q3,6.865110779820829,3.069025939172327,1.3643613843646378,-0.7802028094517443
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,gdp_deflator,1,61,2010Q2,2025Q2,1.4118689406438747,1.0706512096410743,1.40773107636669,-0.07216403329615881
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,gdp_deflator,2,60,2010Q2,2025Q1,1.62497941857077,1.111064112577368,1.4410707079802123,-0.10004105603199334
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,gdp_deflator,4,58,2010Q2,2024Q3,2.063115478006406,1.3180719041979259,1.7159815301034582,-0.15583983284696973
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,gdp_deflator,8,54,2010Q2,2023Q3,2.1859402062536315,1.438844088504014,1.9349550200491425,-0.26411739899443426
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,gdp_deflator,12,50,2010Q2,2022Q3,2.2288422933142864,1.465265298139257,1.9989856945743198,-0.3815878640909914
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,nominal_gdp,1,61,2010Q2,2025Q2,10.100219866779002,4.012468337238543,1.5435762213380124,-1.6523318463783006
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,nominal_gdp,2,60,2010Q2,2025Q1,8.418205641591438,3.790737360269346,1.5411155868672242,-1.3207461886964176
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,nominal_gdp,4,58,2010Q2,2024Q3,8.497505757828987,3.7767276860574563,1.5695743262601751,-1.4036812931552196
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,nominal_gdp,8,54,2010Q2,2023Q3,8.124923376616069,3.8426207447456315,1.6702237861917497,-1.3711780733406316
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,nominal_gdp,12,50,2010Q2,2022Q3,7.93245602336929,3.9526654810563557,1.7378875384790273,-1.446321004169356
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,unemployment_rate,1,61,2010Q2,2025Q2,2.626804951966387,0.7953247232750854,2.632044612802064,0.4219638837299303
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,unemployment_rate,2,60,2010Q2,2025Q1,3.407464178582979,1.0874197110780723,3.7520174104387314,0.5114051195652595
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,unemployment_rate,4,58,2010Q2,2024Q3,4.84118280476339,1.6759283857272718,5.828554029104539,0.862250839810117
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,unemployment_rate,8,54,2010Q2,2023Q3,3.516064155871964,2.1010563322185742,7.47843377113539,0.6940762682662114
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,unemployment_rate,12,50,2010Q2,2022Q3,8.220870563658599,3.394166260524412,11.609718469389396,-0.4675821273965445
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,effective_federal_funds_rate,1,61,2010Q2,2025Q2,0.2719990958553592,0.18745005327739225,0.7069213822051087,0.00046462173134237487
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,effective_federal_funds_rate,2,60,2010Q2,2025Q1,0.5632437794167708,0.40526678929401044,1.5221775628110579,-0.004416056765576674
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,effective_federal_funds_rate,4,58,2010Q2,2024Q3,1.1345686015825067,0.8537256738864881,3.1798494986152415,0.019751440083896035
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,effective_federal_funds_rate,8,54,2010Q2,2023Q3,1.9777121333718266,1.6543369887708623,6.091194525312164,0.07420170720170638
abm_all_available_common_cells,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,effective_federal_funds_rate,12,50,2010Q2,2022Q3,2.2859058320747043,1.9444602834284053,7.1490043388409985,0.10790498118458544
abm_all_available_common_cells,beforeit_var_p1_constant,real_gdp,1,61,2010Q2,2025Q2,9.088555880484682,3.6437905971272677,1.492140135465022,-0.07805867018962667
abm_all_available_common_cells,beforeit_var_p1_constant,real_gdp,2,60,2010Q2,2025Q1,7.350004268648322,3.4640168313591535,1.4696623939426452,-0.16314636953375689
abm_all_available_common_cells,beforeit_var_p1_constant,real_gdp,4,58,2010Q2,2024Q3,6.352387920785006,2.9320164723391753,1.287443421459065,0.1969161943506844
abm_all_available_common_cells,beforeit_var_p1_constant,real_gdp,8,54,2010Q2,2023Q3,7.857105542007758,3.4355828217012196,1.526975268412583,0.44488989537742013
abm_all_available_common_cells,beforeit_var_p1_constant,real_gdp,12,50,2010Q2,2022Q3,6.730027949591218,2.9337010920605646,1.3076123038822078,-0.40715276684225316
abm_all_available_common_cells,beforeit_var_p1_constant,gdp_deflator,1,61,2010Q2,2025Q2,1.799886199242383,1.1874803590831393,1.5569568880421507,-0.030083931820159625
abm_all_available_common_cells,beforeit_var_p1_constant,gdp_deflator,2,60,2010Q2,2025Q1,2.137430546282033,1.4229686239333252,1.8687226078288026,-0.11383958703311974
abm_all_available_common_cells,beforeit_var_p1_constant,gdp_deflator,4,58,2010Q2,2024Q3,2.3589154106693546,1.551223106725149,2.0534124383575674,-0.1518186354910937
abm_all_available_common_cells,beforeit_var_p1_constant,gdp_deflator,8,54,2010Q2,2023Q3,2.091064639732065,1.506688709195778,2.0666338487709646,-0.13069512836282815
abm_all_available_common_cells,beforeit_var_p1_constant,gdp_deflator,12,50,2010Q2,2022Q3,2.3654829804374904,1.6420864598078146,2.2583082519774726,-0.4057810311897516
abm_all_available_common_cells,beforeit_var_p1_constant,nominal_gdp,1,61,2010Q2,2025Q2,10.42451252916068,4.08754071321162,1.6221053363404125,-0.1082867908896757
abm_all_available_common_cells,beforeit_var_p1_constant,nominal_gdp,2,60,2010Q2,2025Q1,8.717695380475288,4.163748877262029,1.7115757242520138,-0.27699957428098837
abm_all_available_common_cells,beforeit_var_p1_constant,nominal_gdp,4,58,2010Q2,2024Q3,7.3855776255903764,3.77138246819623,1.592206935670201,0.04507708451404481
abm_all_available_common_cells,beforeit_var_p1_constant,nominal_gdp,8,54,2010Q2,2023Q3,8.738842757859924,4.3884928570132615,1.9019081213891995,0.3141338708284617
