variant,origin_index,origin_period,target_period,target_id,horizon,paths_used,ensemble_mean,ensemble_median,ensemble_sd,monte_carlo_standard_error,percentile_05,percentile_10,percentile_25,percentile_75,percentile_90,percentile_95
dsge_sw07,40,2010Q2,2010Q3,real_gdp,1,500,3.8631158177824867,3.900135806662446,3.1840642656868505,0.14239568285607498,-1.265514487577911,-0.015766289589428016,1.6614521466014487,6.107525395428993,7.984334331505772,8.989038702747544
dsge_sw07,40,2010Q2,2010Q4,real_gdp,2,500,4.074885433269586,3.9415060464065963,3.7461983823599643,0.16753508480313256,-2.0894593989649457,-0.9014273299840192,1.6148057533379203,6.596753043865602,8.747926389110217,10.085916006226181
dsge_sw07,40,2010Q2,2011Q1,real_gdp,3,500,4.335337352970654,4.396203647400663,3.847415838179315,0.17206166703756556,-2.0194377455510097,-0.6649007542756409,1.5546592543485376,7.274740904730482,9.154608083244675,10.16361625841103
dsge_sw07,40,2010Q2,2011Q2,real_gdp,4,500,4.505790267473571,4.688811519395907,3.8201396194490966,0.17084183745256715,-1.783434645019057,-0.26590311008675677,1.9619627398555148,7.029516735914683,9.024133583123126,10.684992132699408
dsge_sw07,40,2010Q2,2011Q3,real_gdp,5,500,4.272800494134995,4.4844384339077745,3.646038887479665,0.16305581602024477,-1.5757416123122883,-0.2302868795943183,1.8199169387174068,6.53468670649997,8.862544206390645,10.048885764684048
dsge_sw07,40,2010Q2,2011Q4,real_gdp,6,500,4.254082589301441,4.334858400698653,3.7464906967274256,0.16754815749906143,-1.793520004350858,-0.5899515087279863,1.6295113382952167,6.851462607660974,8.89126596730755,10.621797484331045
dsge_sw07,40,2010Q2,2012Q1,real_gdp,7,500,4.334752176081394,4.120276714908502,3.5647610798243456,0.1594209619606558,-1.4534931066646806,-0.34271958392781693,1.65419819965666,6.735967333767881,9.062978960317167,10.282045149215831
dsge_sw07,40,2010Q2,2012Q2,real_gdp,8,500,4.230340260977328,4.389637161265393,3.973487875121841,0.17769977993087263,-2.646222558888632,-1.231847776165155,1.5351022172799833,7.036911795728381,8.861973434800507,10.19790198906023
dsge_sw07,40,2010Q2,2012Q3,real_gdp,9,500,4.02944044744025,4.001082478062627,3.911903471326975,0.1749456416660903,-2.1671719641503997,-0.9364094858016883,1.1312513685123895,6.729994623149038,9.04736634985716,10.838804112247113
dsge_sw07,40,2010Q2,2012Q4,real_gdp,10,500,4.107154873970838,3.9680663515662444,3.7641720520574653,0.16833889174810737,-2.023266369324374,-0.8589654530424475,1.4984421387605216,6.495056095338974,8.899353657658944,10.612314741618452
dsge_sw07,40,2010Q2,2013Q1,real_gdp,11,500,3.955966723483915,3.722322393267619,3.7140075583605747,0.16609546738884523,-2.0808824431282344,-0.6131067235025139,1.4579937407316146,6.384954335658696,8.765950037520874,10.28234045421779
dsge_sw07,40,2010Q2,2013Q2,real_gdp,12,500,4.008182760190879,4.096616762345753,3.9135299495271614,0.17501837998248107,-2.2209148156882006,-0.9286297608045134,1.2914669000014347,6.56895541999952,9.133823615874995,10.183462804831699
dsge_sw07,40,2010Q2,2010Q3,gdp_deflator,1,500,1.6149004935408633,1.5364013315164657,1.0264417340585765,0.045903869845954764,0.044067248055627534,0.3553109812482576,0.9264805966007255,2.3392225334317382,3.034070277300858,3.3668425007002702
dsge_sw07,40,2010Q2,2010Q4,gdp_deflator,2,500,1.4592244375288228,1.3981133796815697,1.2979425214830977,0.058045754178473755,-0.6523802581069308,-0.20529948198995582,0.5731610075085538,2.4188563047709057,3.1613270186531626,3.506312983149811
dsge_sw07,40,2010Q2,2011Q1,gdp_deflator,3,500,1.4731027475891412,1.4576071031063371,1.5065559450588855,0.06737523010116213,-1.1914792902959093,-0.29916229734782174,0.5254799958050239,2.460992812075672,3.4689474288230366,3.8919367925697315
dsge_sw07,40,2010Q2,2011Q2,gdp_deflator,4,500,1.5339231294236164,1.5589204465896445,1.629278980633327,0.07286357110015365,-1.2257436820743999,-0.6652573404474056,0.5004567131608597,2.611139658556363,3.6057840637744802,4.190231132336845
dsge_sw07,40,2010Q2,2011Q3,gdp_deflator,5,500,1.5530481594517433,1.5946257793425067,1.6623906636826982,0.07434437058311008,-1.3177314129262565,-0.676649757240448,0.4630716619170935,2.7882007623409653,3.526479734104484,4.059678677614176
dsge_sw07,40,2010Q2,2011Q4,gdp_deflator,6,500,1.5876839572731822,1.6835751837471191,1.6429049431002694,0.07347294266685252,-1.1920767138113921,-0.502253165488529,0.4459989790035247,2.6744509949868003,3.736181885825111,4.336175059548948
dsge_sw07,40,2010Q2,2012Q1,gdp_deflator,7,500,1.6585576804351037,1.6157190917838147,1.7172945988613677,0.07679974920894501,-1.1947104002222186,-0.48812164805454517,0.5610748512155126,2.8058835500455155,3.9637825880404294,4.481829342303165
