model_family,target_id,horizon,origin_count,monte_carlo_paths,mean_ensemble_sd,mean_monte_carlo_standard_error,maximum_monte_carlo_standard_error
beforeit_abm_us_v1,real_gdp,1,61,500,3.291149566394414,0.14718468309153734,0.2396609987811224
beforeit_abm_us_v1,real_gdp,2,60,500,2.811005307304151,0.12571197904489537,0.20713896100567675
beforeit_abm_us_v1,real_gdp,4,58,500,3.1082222084249973,0.13900392294425626,0.22337909112665036
beforeit_abm_us_v1,real_gdp,8,54,500,3.0158169637556673,0.1348714347730938,0.2314483886354484
beforeit_abm_us_v1,real_gdp,12,50,500,2.882844426241821,0.1289247221126618,0.23140430684017038
beforeit_abm_us_v1,gdp_deflator,1,61,500,0.8596908196241547,0.0384465422462424,0.053071492573546424
beforeit_abm_us_v1,gdp_deflator,2,60,500,1.0054088208842358,0.04496324937350124,0.06861332397363376
beforeit_abm_us_v1,gdp_deflator,4,58,500,1.0703623975921341,0.04786806163151338,0.0846191316260913
beforeit_abm_us_v1,gdp_deflator,8,54,500,1.0690210932479636,0.047808076677671764,0.09306923513754219
beforeit_abm_us_v1,gdp_deflator,12,50,500,1.0346988007312492,0.04627313709345164,0.10253926843485844
beforeit_abm_us_v1,nominal_gdp,1,61,500,3.4040080435931968,0.15223186762860913,0.24309064138855163
beforeit_abm_us_v1,nominal_gdp,2,60,500,2.9965981669897865,0.13401194405280856,0.2173585843014997
beforeit_abm_us_v1,nominal_gdp,4,58,500,3.2845250585432333,0.1468884260940829,0.24016058720237807
beforeit_abm_us_v1,nominal_gdp,8,54,500,3.2049678668630976,0.14333052032016763,0.24746761342501045
beforeit_abm_us_v1,nominal_gdp,12,50,500,3.064322052864278,0.13704064830312457,0.24280803873690215
beforeit_abm_us_v1,unemployment_rate,1,61,500,0.3690340721588855,0.016503705427216606,0.03357390208538517
beforeit_abm_us_v1,unemployment_rate,2,60,500,0.7025792414797843,0.03142029887058075,0.05281817051239641
beforeit_abm_us_v1,unemployment_rate,4,58,500,0.7964408765066989,0.035617918798569875,0.05726688178155808
beforeit_abm_us_v1,unemployment_rate,8,54,500,0.8373445946483651,0.03744718868451501,0.06263710476543657
beforeit_abm_us_v1,unemployment_rate,12,50,500,0.8592110776743729,0.03842508753401499,0.06396669463728615
beforeit_abm_us_v1,effective_federal_funds_rate,1,61,500,0.13919088137023536,0.006224805451839108,0.00846765809244363
beforeit_abm_us_v1,effective_federal_funds_rate,2,60,500,0.18960674931205976,0.008479471609090542,0.011613488473478909
beforeit_abm_us_v1,effective_federal_funds_rate,4,58,500,0.2515152952711511,0.011248105952144503,0.014887632396014268
beforeit_abm_us_v1,effective_federal_funds_rate,8,54,500,0.3157536636169148,0.014120933119840471,0.018134634748962583
beforeit_abm_us_v1,effective_federal_funds_rate,12,50,500,0.337092209495341,0.01507522190234365,0.018668257236456622
