variant,origin_index,origin_period,build_period,calibration_date,burn_in_quarters,simulated_quarters,t_prime,t_max,paths_requested,paths_used,paths_failed,calibration_seconds,simulation_seconds
headline_v3,40,2010Q2,2010Q2,2010-06-30,0,12,54,12,500,500,0,2.6022698879241943,39.10113000869751
headline_v3,41,2010Q3,2010Q3,2010-09-30,0,12,55,12,500,500,0,0.014078140258789062,42.358806848526
headline_v3,42,2010Q4,2010Q4,2010-12-31,0,12,56,12,500,500,0,0.02726912498474121,45.60953998565674
headline_v3,43,2011Q1,2011Q1,2011-03-31,0,12,57,12,500,500,0,0.016280174255371094,49.8949978351593
headline_v3,44,2011Q2,2011Q2,2011-06-30,0,12,58,12,500,500,0,0.019351959228515625,75.78928399085999
headline_v3,45,2011Q3,2011Q3,2011-09-30,0,12,59,12,500,500,0,0.016622066497802734,126.58087396621704
headline_v3,46,2011Q4,2011Q4,2011-12-31,0,12,60,12,500,500,0,0.014909982681274414,182.84671092033386
headline_v3,47,2012Q1,2012Q1,2012-03-31,0,12,61,12,500,500,0,0.027001142501831055,185.60290098190308
headline_v3,48,2012Q2,2012Q2,2012-06-30,0,12,62,12,500,500,0,0.01933598518371582,159.3550250530243
headline_v3,49,2012Q3,2012Q3,2012-09-30,0,12,63,12,500,500,0,0.021010875701904297,155.41181421279907
headline_v3,50,2012Q4,2012Q4,2012-12-31,0,12,64,12,500,500,0,0.018518924713134766,59.22861099243164
headline_v3,51,2013Q1,2013Q1,2013-03-31,0,12,65,12,500,500,0,0.01703810691833496,58.66793894767761
headline_v3,52,2013Q2,2013Q2,2013-06-30,0,12,66,12,500,500,0,0.01626300811767578,53.7126190662384
headline_v3,53,2013Q3,2013Q3,2013-09-30,0,12,67,12,500,500,0,0.014879941940307617,40.240694999694824
headline_v3,54,2013Q4,2013Q4,2013-12-31,0,12,68,12,500,500,0,0.0019741058349609375,38.32427191734314
headline_v3,55,2014Q1,2014Q1,2014-03-31,0,12,69,12,500,500,0,0.003392934799194336,37.474778175354004
headline_v3,56,2014Q2,2014Q2,2014-06-30,0,12,70,12,500,500,0,0.006299018859863281,37.492923974990845
headline_v3,57,2014Q3,2014Q3,2014-09-30,0,12,71,12,500,500,0,0.0018010139465332031,38.20477485656738
headline_v3,58,2014Q4,2014Q4,2014-12-31,0,12,72,12,500,500,0,0.006351947784423828,37.771008014678955
headline_v3,59,2015Q1,2015Q1,2015-03-31,0,12,73,12,500,500,0,0.0026979446411132812,38.98345994949341
headline_v3,60,2015Q2,2015Q2,2015-06-30,0,12,74,12,500,500,0,0.001764059066772461,39.03341484069824
headline_v3,61,2015Q3,2015Q3,2015-09-30,0,12,75,12,500,500,0,0.01114201545715332,39.45037293434143
headline_v3,62,2015Q4,2015Q4,2015-12-31,0,12,76,12,500,500,0,0.01285099983215332,39.93843603134155
headline_v3,63,2016Q1,2016Q1,2016-03-31,0,12,77,12,500,500,0,0.007817983627319336,39.67990303039551
headline_v3,64,2016Q2,2016Q2,2016-06-30,0,12,78,12,500,500,0,0.015033960342407227,40.42710494995117
headline_v3,65,2016Q3,2016Q3,2016-09-30,0,12,79,12,500,500,0,0.014460086822509766,40.948243856430054
headline_v3,66,2016Q4,2016Q4,2016-12-31,0,12,80,12,500,500,0,0.015604019165039062,41.61033296585083
headline_v3,67,2017Q1,2017Q1,2017-03-31,0,12,81,12,500,500,0,0.014631986618041992,41.96567702293396
headline_v3,68,2017Q2,2017Q2,2017-06-30,0,12,82,12,500,500,0,0.014425992965698242,44.476547956466675
headline_v3,69,2017Q3,2017Q3,2017-09-30,0,12,83,12,500,500,0,0.007138967514038086,43.01896691322327
headline_v3,70,2017Q4,2017Q4,2017-12-31,0,12,84,12,500,500,0,0.017216920852661133,40.47676396369934
headline_v3,71,2018Q1,2018Q1,2018-03-31,0,12,85,12,500,500,0,0.0018420219421386719,37.7633101940155
headline_v3,72,2018Q2,2018Q2,2018-06-30,0,12,86,12,500,500,0,0.009320974349975586,37.687357902526855
headline_v3,73,2018Q3,2018Q3,2018-09-30,0,12,87,12,500,500,0,0.0017769336700439453,38.216493129730225
headline_v3,74,2018Q4,2018Q4,2018-12-31,0,12,88,12,500,500,0,0.0018949508666992188,39.711456060409546
headline_v3,75,2019Q1,2019Q1,2019-03-31,0,12,89,12,500,500,0,0.0020089149475097656,39.3120481967926
headline_v3,76,2019Q2,2019Q2,2019-06-30,0,12,90,12,500,500,0,0.017414093017578125,40.29338788986206
headline_v3,77,2019Q3,2019Q3,2019-09-30,0,12,91,12,500,500,0,0.0099029541015625,38.757423877716064
headline_v3,78,2019Q4,2019Q4,2019-12-31,0,12,92,12,500,500,0,0.003367900848388672,39.1995689868927
headline_v3,79,2020Q1,2020Q1,2020-03-31,0,12,93,12,500,500,0,0.005007028579711914,39.635597944259644
headline_v3,80,2020Q2,2020Q2,2020-06-30,0,12,94,12,500,500,0,0.0019321441650390625,39.171398878097534
headline_v3,81,2020Q3,2020Q3,2020-09-30,0,12,95,12,500,500,0,0.010406017303466797,39.418301820755005
headline_v3,82,2020Q4,2020Q4,2020-12-31,0,12,96,12,500,500,0,0.015127182006835938,39.404857873916626
headline_v3,83,2021Q1,2021Q1,2021-03-31,0,12,97,12,500,500,0,0.002246856689453125,39.256613969802856
headline_v3,84,2021Q2,2021Q2,2021-06-30,0,12,98,12,500,500,0,0.004241943359375,39.19248414039612
headline_v3,85,2021Q3,2021Q3,2021-09-30,0,12,99,12,500,500,0,0.0018777847290039062,39.5904860496521
headline_v3,86,2021Q4,2021Q4,2021-12-31,0,12,100,12,500,500,0,0.012688159942626953,38.55305790901184
headline_v3,87,2022Q1,2022Q1,2022-03-31,0,12,101,12,500,500,0,0.010632991790771484,38.1860568523407
headline_v3,88,2022Q2,2022Q2,2022-06-30,0,12,102,12,500,500,0,0.001766204833984375,44.31035590171814
headline_v3,89,2022Q3,2022Q3,2022-09-30,0,12,103,12,500,500,0,0.010547876358032227,42.61651301383972
headline_v3,90,2022Q4,2022Q4,2022-12-31,0,12,104,12,500,500,0,0.010744094848632812,45.54328513145447
headline_v3,91,2023Q1,2023Q1,2023-03-31,0,12,105,12,500,500,0,0.013455867767333984,45.48377013206482
headline_v3,92,2023Q2,2023Q2,2023-06-30,0,12,106,12,500,500,0,0.011773109436035156,48.97886681556702
headline_v3,93,2023Q3,2023Q3,2023-09-30,0,12,107,11,500,500,0,0.021129846572875977,45.08896803855896
headline_v3,94,2023Q4,2023Q4,2023-12-31,0,12,108,10,500,500,0,0.012771129608154297,42.38937497138977
headline_v3,95,2024Q1,2024Q1,2024-03-31,0,12,109,9,500,500,0,0.017852067947387695,44.3560950756073
headline_v3,96,2024Q2,2024Q2,2024-06-30,0,12,110,8,500,500,0,0.015107154846191406,46.91788387298584
headline_v3,97,2024Q3,2024Q3,2024-09-30,0,12,111,7,500,500,0,0.012783050537109375,50.32483100891113
headline_v3,98,2024Q4,2024Q4,2024-12-31,0,12,112,6,500,500,0,0.017833948135375977,53.04970598220825
headline_v3,99,2025Q1,2025Q1,2025-03-31,0,12,113,5,500,500,0,0.0232541561126709,51.258710861206055
headline_v3,100,2025Q2,2025Q2,2025-06-30,0,12,114,4,500,500,0,0.020790815353393555,46.387813091278076
