variant,origin_index,origin_period,build_period,calibration_date,burn_in_quarters,simulated_quarters,t_prime,t_max,paths_requested,paths_used,paths_failed,calibration_seconds,simulation_seconds
outlook_v3,102,2025Q4,2025Q4,2025-12-31,0,12,116,2,500,500,0,2.33937406539917,38.77836203575134
outlook_v3,103,2026Q1,2026Q1,2026-03-31,0,12,117,1,500,500,0,0.0024340152740478516,37.485032081604004
