variant,origin_index,origin_period,build_period,calibration_date,burn_in_quarters,simulated_quarters,t_prime,t_max,paths_requested,paths_used,paths_failed,calibration_seconds,simulation_seconds
headline_v3,40,2010Q2,2010Q2,2010-06-30,0,12,54,12,500,500,0,3.519498109817505,40.8069429397583
headline_v3,41,2010Q3,2010Q3,2010-09-30,0,12,55,12,500,500,0,0.023389101028442383,41.671180963516235
headline_v3,42,2010Q4,2010Q4,2010-12-31,0,12,56,12,500,500,0,0.024923086166381836,43.87208080291748
headline_v3,43,2011Q1,2011Q1,2011-03-31,0,12,57,12,500,500,0,0.029801130294799805,47.7224760055542
headline_v3,44,2011Q2,2011Q2,2011-06-30,0,12,58,12,500,500,0,0.0370330810546875,61.09682893753052
headline_v3,45,2011Q3,2011Q3,2011-09-30,0,12,59,12,500,500,0,0.016537904739379883,40.20349597930908
headline_v3,46,2011Q4,2011Q4,2011-12-31,0,12,60,12,500,500,0,0.011759042739868164,45.069502115249634
headline_v3,47,2012Q1,2012Q1,2012-03-31,0,12,61,12,500,500,0,0.01593494415283203,56.62213897705078
headline_v3,48,2012Q2,2012Q2,2012-06-30,0,12,62,12,500,500,0,0.023553133010864258,126.46506595611572
headline_v3,49,2012Q3,2012Q3,2012-09-30,0,12,63,12,500,500,0,0.01738715171813965,167.15444588661194
headline_v3,50,2012Q4,2012Q4,2012-12-31,0,12,64,12,500,500,0,0.008543014526367188,98.8526029586792
headline_v3,51,2013Q1,2013Q1,2013-03-31,0,12,65,12,500,500,0,0.019974946975708008,89.4757399559021
headline_v3,52,2013Q2,2013Q2,2013-06-30,0,12,66,12,500,500,0,0.014164924621582031,92.08327198028564
headline_v3,53,2013Q3,2013Q3,2013-09-30,0,12,67,12,500,500,0,0.0167999267578125,105.9487521648407
headline_v3,54,2013Q4,2013Q4,2013-12-31,0,12,68,12,500,500,0,0.016475915908813477,113.29380106925964
headline_v3,55,2014Q1,2014Q1,2014-03-31,0,12,69,12,500,500,0,0.015233993530273438,41.70593619346619
headline_v3,56,2014Q2,2014Q2,2014-06-30,0,12,70,12,500,500,0,0.012207984924316406,36.7284471988678
headline_v3,57,2014Q3,2014Q3,2014-09-30,0,12,71,12,500,500,0,0.012495994567871094,35.7455198764801
headline_v3,58,2014Q4,2014Q4,2014-12-31,0,12,72,12,500,500,0,0.0033359527587890625,36.63103914260864
headline_v3,59,2015Q1,2015Q1,2015-03-31,0,12,73,12,500,500,0,0.0018310546875,35.70980501174927
headline_v3,60,2015Q2,2015Q2,2015-06-30,0,12,74,12,500,500,0,0.0032880306243896484,37.0755569934845
headline_v3,61,2015Q3,2015Q3,2015-09-30,0,12,75,12,500,500,0,0.01054692268371582,37.6235671043396
headline_v3,62,2015Q4,2015Q4,2015-12-31,0,12,76,12,500,500,0,0.0024640560150146484,36.56597900390625
headline_v3,63,2016Q1,2016Q1,2016-03-31,0,12,77,12,500,500,0,0.008401870727539062,37.43066215515137
headline_v3,64,2016Q2,2016Q2,2016-06-30,0,12,78,12,500,500,0,0.0033979415893554688,36.811002016067505
headline_v3,65,2016Q3,2016Q3,2016-09-30,0,12,79,12,500,500,0,0.004456996917724609,34.870352029800415
headline_v3,66,2016Q4,2016Q4,2016-12-31,0,12,80,12,500,500,0,0.001772165298461914,35.21908497810364
headline_v3,67,2017Q1,2017Q1,2017-03-31,0,12,81,12,500,500,0,0.0017669200897216797,35.200881004333496
headline_v3,68,2017Q2,2017Q2,2017-06-30,0,12,82,12,500,500,0,0.007906198501586914,37.01686692237854
headline_v3,69,2017Q3,2017Q3,2017-09-30,0,12,83,12,500,500,0,0.0018341541290283203,36.336308002471924
headline_v3,70,2017Q4,2017Q4,2017-12-31,0,12,84,12,500,500,0,0.01821589469909668,36.92987513542175
headline_v3,71,2018Q1,2018Q1,2018-03-31,0,12,85,12,500,500,0,0.002950906753540039,34.76393508911133
headline_v3,72,2018Q2,2018Q2,2018-06-30,0,12,86,12,500,500,0,0.0005950927734375,34.73253679275513
headline_v3,73,2018Q3,2018Q3,2018-09-30,0,12,87,12,500,500,0,0.0008130073547363281,34.76697897911072
headline_v3,74,2018Q4,2018Q4,2018-12-31,0,12,88,12,500,500,0,0.0008180141448974609,36.22275519371033
headline_v3,75,2019Q1,2019Q1,2019-03-31,0,12,89,12,500,500,0,0.0018761157989501953,36.742591857910156
headline_v3,76,2019Q2,2019Q2,2019-06-30,0,12,90,12,500,500,0,0.010972976684570312,35.35133719444275
headline_v3,77,2019Q3,2019Q3,2019-09-30,0,12,91,12,500,500,0,0.0017330646514892578,35.349005937576294
headline_v3,78,2019Q4,2019Q4,2019-12-31,0,12,92,12,500,500,0,0.0016930103302001953,35.222018003463745
