variant,origin_index,origin_period,build_period,calibration_date,burn_in_quarters,simulated_quarters,t_prime,t_max,paths_requested,paths_used,paths_failed,calibration_seconds,simulation_seconds
headline,77,2019Q3,2019Q3,2019-09-30,0,12,91,12,500,500,0,0.011574983596801758,40.442445039749146
headline,78,2019Q4,2019Q4,2019-12-31,0,12,92,12,500,500,0,0.006745100021362305,39.091747999191284
headline,79,2020Q1,2020Q1,2020-03-31,0,12,93,12,500,500,0,0.009761810302734375,39.61555314064026
headline,80,2020Q2,2020Q2,2020-06-30,0,12,94,12,500,500,0,0.004024982452392578,38.56167793273926
headline,81,2020Q3,2020Q3,2020-09-30,0,12,95,12,500,500,0,0.009615182876586914,39.446621894836426
headline,82,2020Q4,2020Q4,2020-12-31,0,12,96,12,500,500,0,0.014990091323852539,39.70826196670532
headline,83,2021Q1,2021Q1,2021-03-31,0,12,97,12,500,500,0,0.003643035888671875,38.859503984451294
headline,84,2021Q2,2021Q2,2021-06-30,0,12,98,12,500,500,0,0.0022330284118652344,38.2733108997345
headline,85,2021Q3,2021Q3,2021-09-30,0,12,99,12,500,500,0,0.0018639564514160156,44.17554712295532
headline,86,2021Q4,2021Q4,2021-12-31,0,12,100,12,500,500,0,0.013715982437133789,42.09487700462341
headline,87,2022Q1,2022Q1,2022-03-31,0,12,101,12,500,500,0,0.01441192626953125,43.289326906204224
headline,88,2022Q2,2022Q2,2022-06-30,0,12,102,12,500,500,0,0.014960050582885742,46.60465693473816
headline,89,2022Q3,2022Q3,2022-09-30,0,12,103,12,500,500,0,0.010481834411621094,48.042235136032104
headline,90,2022Q4,2022Q4,2022-12-31,0,12,104,12,500,500,0,0.017596006393432617,47.524450063705444
headline,91,2023Q1,2023Q1,2023-03-31,0,12,105,12,500,500,0,0.017785072326660156,41.90172290802002
headline,92,2023Q2,2023Q2,2023-06-30,0,12,106,12,500,500,0,0.012686967849731445,43.81358218193054
headline,93,2023Q3,2023Q3,2023-09-30,0,12,107,11,500,500,0,0.012094974517822266,46.408782958984375
headline,94,2023Q4,2023Q4,2023-12-31,0,12,108,10,500,500,0,0.017616987228393555,48.84578514099121
headline,95,2024Q1,2024Q1,2024-03-31,0,12,109,9,500,500,0,0.021747112274169922,53.424144983291626
headline,96,2024Q2,2024Q2,2024-06-30,0,12,110,8,500,500,0,0.02066779136657715,52.56456112861633
headline,97,2024Q3,2024Q3,2024-09-30,0,12,111,7,500,500,0,0.023555994033813477,54.12481689453125
headline,98,2024Q4,2024Q4,2024-12-31,0,12,112,6,500,500,0,0.05501508712768555,58.72678184509277
headline,99,2025Q1,2025Q1,2025-03-31,0,12,113,5,500,500,0,0.024992942810058594,54.45890688896179
headline,100,2025Q2,2025Q2,2025-06-30,0,12,114,4,500,500,0,0.013853788375854492,51.72907614707947
