variant,origin_index,origin_period,build_period,calibration_date,burn_in_quarters,simulated_quarters,t_prime,t_max,paths_requested,paths_used,paths_failed,calibration_seconds,simulation_seconds
headline,40,2010Q2,2010Q2,2010-06-30,0,12,54,12,500,500,0,2.749122142791748,39.49082088470459
headline,41,2010Q3,2010Q3,2010-09-30,0,12,55,12,500,500,0,0.022727012634277344,41.974984884262085
headline,42,2010Q4,2010Q4,2010-12-31,0,12,56,12,500,500,0,0.02338409423828125,44.54643702507019
headline,43,2011Q1,2011Q1,2011-03-31,0,12,57,12,500,500,0,0.02453303337097168,46.96398997306824
headline,44,2011Q2,2011Q2,2011-06-30,0,12,58,12,500,500,0,0.01840686798095703,69.95941305160522
headline,45,2011Q3,2011Q3,2011-09-30,0,12,59,12,500,500,0,0.016802072525024414,122.58123993873596
headline,46,2011Q4,2011Q4,2011-12-31,0,12,60,12,500,500,0,0.038622140884399414,159.39744687080383
headline,47,2012Q1,2012Q1,2012-03-31,0,12,61,12,500,500,0,0.02551102638244629,178.62328481674194
headline,48,2012Q2,2012Q2,2012-06-30,0,12,62,12,500,500,0,0.027289152145385742,261.8516809940338
headline,49,2012Q3,2012Q3,2012-09-30,0,12,63,12,500,500,0,0.04577016830444336,226.41575503349304
headline,50,2012Q4,2012Q4,2012-12-31,0,12,64,12,500,500,0,0.018969058990478516,67.84309005737305
headline,51,2013Q1,2013Q1,2013-03-31,0,12,65,12,500,500,0,0.01159214973449707,37.630987882614136
headline,52,2013Q2,2013Q2,2013-06-30,0,12,66,12,500,500,0,0.0018889904022216797,38.438260078430176
headline,53,2013Q3,2013Q3,2013-09-30,0,12,67,12,500,500,0,0.0018038749694824219,37.46442914009094
headline,54,2013Q4,2013Q4,2013-12-31,0,12,68,12,500,500,0,0.0018329620361328125,37.69078588485718
headline,55,2014Q1,2014Q1,2014-03-31,0,12,69,12,500,500,0,0.0023288726806640625,37.72059607505798
headline,56,2014Q2,2014Q2,2014-06-30,0,12,70,12,500,500,0,0.0019910335540771484,38.28924608230591
headline,57,2014Q3,2014Q3,2014-09-30,0,12,71,12,500,500,0,0.010687828063964844,39.237683057785034
headline,58,2014Q4,2014Q4,2014-12-31,0,12,72,12,500,500,0,0.014577865600585938,39.790635108947754
headline,59,2015Q1,2015Q1,2015-03-31,0,12,73,12,500,500,0,0.018027782440185547,40.7222101688385
headline,60,2015Q2,2015Q2,2015-06-30,0,12,74,12,500,500,0,0.005273103713989258,39.64038896560669
headline,61,2015Q3,2015Q3,2015-09-30,0,12,75,12,500,500,0,0.0022020339965820312,40.009254932403564
headline,62,2015Q4,2015Q4,2015-12-31,0,12,76,12,500,500,0,0.013852119445800781,40.9938600063324
headline,63,2016Q1,2016Q1,2016-03-31,0,12,77,12,500,500,0,0.01437687873840332,40.52080011367798
headline,64,2016Q2,2016Q2,2016-06-30,0,12,78,12,500,500,0,0.020045042037963867,42.34298300743103
headline,65,2016Q3,2016Q3,2016-09-30,0,12,79,12,500,500,0,0.010360002517700195,44.00788593292236
headline,66,2016Q4,2016Q4,2016-12-31,0,12,80,12,500,500,0,0.01190185546875,42.5880651473999
headline,67,2017Q1,2017Q1,2017-03-31,0,12,81,12,500,500,0,0.036756038665771484,43.83820104598999
headline,68,2017Q2,2017Q2,2017-06-30,0,12,82,12,500,500,0,0.005231142044067383,38.063119888305664
headline,69,2017Q3,2017Q3,2017-09-30,0,12,83,12,500,500,0,0.002973794937133789,37.529208183288574
headline,70,2017Q4,2017Q4,2017-12-31,0,12,84,12,500,500,0,0.003907918930053711,38.78160309791565
headline,71,2018Q1,2018Q1,2018-03-31,0,12,85,12,500,500,0,0.012368917465209961,39.136648178100586
headline,72,2018Q2,2018Q2,2018-06-30,0,12,86,12,500,500,0,0.010780811309814453,39.7390820980072
headline,73,2018Q3,2018Q3,2018-09-30,0,12,87,12,500,500,0,0.006014823913574219,40.69656205177307
headline,74,2018Q4,2018Q4,2018-12-31,0,12,88,12,500,500,0,0.004163980484008789,39.702357053756714
headline,75,2019Q1,2019Q1,2019-03-31,0,12,89,12,500,500,0,0.0018291473388671875,38.33262491226196
headline,76,2019Q2,2019Q2,2019-06-30,0,12,90,12,500,500,0,0.007614850997924805,39.65385913848877
