DATAFLOW,FREQ,REF_AREA,TRANSACTION,ACTIVITY,PRODUCT,UNIT_MEASURE,VALUATION,PRICE_BASE,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,COUNTERPART_AREA,SECTOR,ACCOUNTING_ENTRY,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P3S14DC,_Z,CPA08_A01,XDC,O,V,T1634,2024,654.76,D,S14,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,A01,_T,XDC,O,V,T1634,2024,8400.02,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,A03,_T,XDC,O,V,T1634,2024,0.07,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,A03,CPA08_L68B,XDC,O,V,T1634,2024,0,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,B,CPA08_L68B,XDC,O,V,T1634,2024,3.05,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,B09,_T,XDC,O,V,T1634,2024,7.81,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C,_T,XDC,O,V,T1634,2024,4768.25,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C10T12,_T,XDC,O,V,T1634,2024,3106.69,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C10,_T,XDC,O,V,T1634,2024,3022.97,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C11,_T,XDC,O,V,T1634,2024,50.09,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C12,_T,XDC,O,V,T1634,2024,33.64,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C13T15,_T,XDC,O,V,T1634,2024,59.39,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,E39,CPA08_L68B,XDC,O,V,T1634,2024,1.11,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,F,CPA08_L68B,XDC,O,V,T1634,2024,30.68,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C25,_T,XDC,O,V,T1634,2024,79.35,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C26,_T,XDC,O,V,T1634,2024,14.63,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C27,_T,XDC,O,V,T1634,2024,24.27,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C28,_T,XDC,O,V,T1634,2024,28.66,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C29,_T,XDC,O,V,T1634,2024,61.86,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C30,_T,XDC,O,V,T1634,2024,14.08,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C31_32,_T,XDC,O,V,T1634,2024,25.82,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C31,_T,XDC,O,V,T1634,2024,15.51,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C32,_T,XDC,O,V,T1634,2024,10.31,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,C33,_T,XDC,O,V,T1634,2024,3.67,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,D,_T,XDC,O,V,T1634,2024,265.53,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,E,_T,XDC,O,V,T1634,2024,11.12,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,E36,_T,XDC,O,V,T1634,2024,2.43,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,E37T39,_T,XDC,O,V,T1634,2024,8.68,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,E37,_T,XDC,O,V,T1634,2024,0.38,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,R,_T,XDC,O,V,T1634,2024,34.09,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,R90T92,_T,XDC,O,V,T1634,2024,11.49,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,B07,_T,XDC,O,V,T1634,2024,3.5,D,S1,D,F,2,A,6,USD
OECD.SDD.NAD:DSD_NASU@DF_VALUATION(2.0),A,USA,P2,B08,_T,XDC,O,V,T1634,2024,4.81,D,S1,D,F,2,A,6,USD
