sample_track,model_id,origin_index,origin_period,target_period,target_id,horizon,error,squared_error,absolute_error
all,naive_drift,40,2010Q2,2011Q2,nominal_gdp,4,0.7777311806479226,0.6048657893520115,0.7777311806479226
all,naive_drift,40,2010Q2,2012Q2,real_gdp,8,2.776879524577974,7.711059894020395,2.776879524577974
all,naive_drift,40,2010Q2,2012Q2,gdp_deflator,8,0.2230311041039743,0.049742873397837825,0.2230311041039743
all,naive_drift,40,2010Q2,2012Q2,unemployment_rate,8,2.588888888888489,6.702345679010275,2.588888888888489
all,naive_drift,40,2010Q2,2012Q2,effective_federal_funds_rate,8,-1.2589749313187693,1.5850178776890997,1.2589749313187693
all,naive_drift,40,2010Q2,2012Q2,nominal_gdp,8,2.997380585194845,8.984290372502992,2.997380585194845
all,naive_drift,40,2010Q2,2013Q2,real_gdp,12,3.8423837760834623,14.763913082709406,3.8423837760834623
all,naive_drift,40,2010Q2,2013Q2,gdp_deflator,12,0.9713227483274619,0.9434678814184139,0.9713227483274619
all,naive_drift,40,2010Q2,2013Q2,unemployment_rate,12,3.833333333333232,14.694444444443667,3.833333333333232
all,naive_drift,40,2010Q2,2013Q2,effective_federal_funds_rate,12,-1.8696342719781538,3.495532310955281,1.8696342719781538
all,naive_drift,40,2010Q2,2013Q2,nominal_gdp,12,4.809800469382768,23.1341805552747,4.809800469382768
all,naive_historical_mean,40,2010Q2,2010Q3,real_gdp,1,-1.3762542715775001,1.8940758200353154,1.3762542715775001
all,naive_historical_mean,40,2010Q2,2010Q3,gdp_deflator,1,0.8863298574770249,0.7855806162552432,0.8863298574770249
all,naive_historical_mean,40,2010Q2,2010Q3,unemployment_rate,1,-3.6375000000004256,13.231406250003097,3.6375000000004256
all,naive_historical_mean,40,2010Q2,2010Q3,effective_federal_funds_rate,1,2.48096588868695,6.155191740828228,2.48096588868695
all,naive_historical_mean,40,2010Q2,2010Q3,nominal_gdp,1,-0.4902730771729509,0.24036769020063425,0.4902730771729509
all,naive_historical_mean,40,2010Q2,2010Q4,real_gdp,2,-0.39869064735750004,0.15895423229034245,0.39869064735750004
all,naive_historical_mean,40,2010Q2,2010Q4,gdp_deflator,2,-0.21495032996797514,0.04620364435334139,0.21495032996797514
all,naive_historical_mean,40,2010Q2,2010Q4,unemployment_rate,2,-3.670833333333425,13.475017361111783,3.670833333333425
all,naive_historical_mean,40,2010Q2,2010Q4,effective_federal_funds_rate,2,2.4800383093219502,6.150590015704477,2.4800383093219502
all,naive_historical_mean,40,2010Q2,2010Q4,nominal_gdp,2,-0.6134507615519507,0.3763218368486682,0.6134507615519507
all,naive_historical_mean,40,2010Q2,2011Q2,real_gdp,4,-1.0009601770435002,1.0019212760269551,1.0009601770435002
all,naive_historical_mean,40,2010Q2,2011Q2,gdp_deflator,4,-0.5360972213869752,0.28740023077883553,0.5360972213869752
all,naive_historical_mean,40,2010Q2,2011Q2,unemployment_rate,4,-3.2375000000004253,10.481406250002754,3.2375000000004253
all,naive_historical_mean,40,2010Q2,2011Q2,effective_federal_funds_rate,4,2.57612213868695,6.636405273433026,2.57612213868695
all,naive_historical_mean,40,2010Q2,2011Q2,nominal_gdp,4,-1.5374807819919507,2.36384715499458,1.5374807819919507
all,naive_historical_mean,40,2010Q2,2012Q2,real_gdp,8,-0.08511169610550029,0.007244000813955033,0.08511169610550029
all,naive_historical_mean,40,2010Q2,2012Q2,gdp_deflator,8,0.4524758264310247,0.20473437350443877,0.4524758264310247
all,naive_historical_mean,40,2010Q2,2012Q2,unemployment_rate,8,-2.370833333333424,5.620850694444875,2.370833333333424
all,naive_historical_mean,40,2010Q2,2012Q2,effective_federal_funds_rate,8,2.5148721386869504,6.324581873943876,2.5148721386869504
all,naive_historical_mean,40,2010Q2,2012Q2,nominal_gdp,8,0.3685247878220492,0.13581051923928641,0.3685247878220492
all,naive_historical_mean,40,2010Q2,2013Q2,real_gdp,12,0.6271395043684997,0.3933039579395675,0.6271395043684997
all,naive_historical_mean,40,2010Q2,2013Q2,gdp_deflator,12,1.239982629011025,1.537556920249093,1.239982629011025
all,naive_historical_mean,40,2010Q2,2013Q2,unemployment_rate,12,-1.704166666666425,2.9041840277769544,1.704166666666425
all,naive_historical_mean,40,2010Q2,2013Q2,effective_federal_funds_rate,12,2.55237213868695,6.514603534345395,2.55237213868695
all,naive_historical_mean,40,2010Q2,2013Q2,nominal_gdp,12,1.867300837277049,3.4868124168955683,1.867300837277049
all,univariate_ar_p1_constant,40,2010Q2,2010Q3,real_gdp,1,-0.2260473434654977,0.05109740148780869,0.2260473434654977
all,univariate_ar_p1_constant,40,2010Q2,2010Q3,gdp_deflator,1,0.7748119975196437,0.6003336315003803,0.7748119975196437
all,univariate_ar_p1_constant,40,2010Q2,2010Q3,unemployment_rate,1,0.44072530513739494,0.1942387945884499,0.44072530513739494
all,univariate_ar_p1_constant,40,2010Q2,2010Q3,effective_federal_funds_rate,1,0.019950014557052892,0.0003980030808266223,0.019950014557052892
all,univariate_ar_p1_constant,40,2010Q2,2010Q3,nominal_gdp,1,0.8164164974598647,0.6665358973246333,0.8164164974598647
all,univariate_ar_p1_constant,40,2010Q2,2010Q4,real_gdp,2,0.24351804690318257,0.05930103916754063,0.24351804690318257
all,univariate_ar_p1_constant,40,2010Q2,2010Q4,gdp_deflator,2,-0.29954337946612686,0.08972623618198806,0.29954337946612686
all,univariate_ar_p1_constant,40,2010Q2,2010Q4,unemployment_rate,2,0.6905547966424219,0.4768659271658567,0.6905547966424219
all,univariate_ar_p1_constant,40,2010Q2,2010Q4,effective_federal_funds_rate,2,0.034374664530879534,0.0011816175616105075,0.034374664530879534
all,univariate_ar_p1_constant,40,2010Q2,2010Q4,nominal_gdp,2,0.2601094016885872,0.0676569008467948,0.2601094016885872
all,univariate_ar_p1_constant,40,2010Q2,2011Q2,real_gdp,4,-0.7451808729999381,0.5552945334849498,0.7451808729999381
all,univariate_ar_p1_constant,40,2010Q2,2011Q2,gdp_deflator,4,-0.5898232426379484,0.34789145755594414,0.5898232426379484
all,univariate_ar_p1_constant,40,2010Q2,2011Q2,unemployment_rate,4,1.7187461445080885,2.954088309261419,1.7187461445080885
all,univariate_ar_p1_constant,40,2010Q2,2011Q2,effective_federal_funds_rate,4,0.15800248720986948,0.02496478596450497,0.15800248720986948
all,univariate_ar_p1_constant,40,2010Q2,2011Q2,nominal_gdp,4,-1.1021784658396934,1.2147973705607402,1.1021784658396934
all,univariate_ar_p1_constant,40,2010Q2,2012Q2,real_gdp,8,0.04679076775773372,0.0021893759473581736,0.04679076775773372
all,univariate_ar_p1_constant,40,2010Q2,2012Q2,gdp_deflator,8,0.41976024546851987,0.17619866367579204,0.41976024546851987
all,univariate_ar_p1_constant,40,2010Q2,2012Q2,unemployment_rate,8,3.898378575953327,15.19735552145189,3.898378575953327
all,univariate_ar_p1_constant,40,2010Q2,2012Q2,effective_federal_funds_rate,8,0.1411422950561005,0.01992114745370333,0.1411422950561005
all,univariate_ar_p1_constant,40,2010Q2,2012Q2,nominal_gdp,8,0.5673982168712981,0.3219407365087286,0.5673982168712981
all,univariate_ar_p1_constant,40,2010Q2,2013Q2,real_gdp,12,0.7509641535431055,0.563947159906713,0.7509641535431055
all,univariate_ar_p1_constant,40,2010Q2,2013Q2,gdp_deflator,12,1.2118044715447107,1.4684700772557555,1.2118044715447107
all,univariate_ar_p1_constant,40,2010Q2,2013Q2,unemployment_rate,12,6.061364839171623,36.74014371354603,6.061364839171623
all,univariate_ar_p1_constant,40,2010Q2,2013Q2,effective_federal_funds_rate,12,0.2118100601554395,0.04486350158305089,0.2118100601554395
all,univariate_ar_p1_constant,40,2010Q2,2013Q2,nominal_gdp,12,2.0304851653849045,4.122870006848163,2.0304851653849045
all,univariate_ar_p4_constant,40,2010Q2,2010Q3,real_gdp,1,-0.09359316939557427,0.00875968135750866,0.09359316939557427
all,univariate_ar_p4_constant,40,2010Q2,2010Q3,gdp_deflator,1,0.7893331644075805,0.6230468444336845,0.7893331644075805
all,univariate_ar_p4_constant,40,2010Q2,2010Q3,unemployment_rate,1,-0.31443324035815223,0.09886826264212753,0.31443324035815223
all,univariate_ar_p4_constant,40,2010Q2,2010Q3,effective_federal_funds_rate,1,0.30280944676731025,0.0916935610515245,0.30280944676731025
all,univariate_ar_p4_constant,40,2010Q2,2010Q3,nominal_gdp,1,0.973259587347691,0.9472342243641978,0.973259587347691
all,univariate_ar_p4_constant,40,2010Q2,2010Q4,real_gdp,2,0.23366492357788493,0.054599296510658805,0.23366492357788493
all,univariate_ar_p4_constant,40,2010Q2,2010Q4,gdp_deflator,2,-0.4247713373951034,0.1804306890724248,0.4247713373951034
all,univariate_ar_p4_constant,40,2010Q2,2010Q4,unemployment_rate,2,-1.0475364135639662,1.0973325377424568,1.0475364135639662
all,univariate_ar_p4_constant,40,2010Q2,2010Q4,effective_federal_funds_rate,2,0.6861863016558576,0.47085164058014356,0.6861863016558576
all,univariate_ar_p4_constant,40,2010Q2,2010Q4,nominal_gdp,2,0.2590629422779287,0.06711360806169742,0.2590629422779287
all,univariate_ar_p4_constant,40,2010Q2,2011Q2,real_gdp,4,-0.7979448874705863,0.6367160434404467,0.7979448874705863
all,univariate_ar_p4_constant,40,2010Q2,2011Q2,gdp_deflator,4,-0.657175641501625,0.4318798237830723,0.657175641501625
all,univariate_ar_p4_constant,40,2010Q2,2011Q2,unemployment_rate,4,-2.4353457450539695,5.930908897952474,2.4353457450539695
all,univariate_ar_p4_constant,40,2010Q2,2011Q2,effective_federal_funds_rate,4,1.6936918624249617,2.8685921248445356,1.6936918624249617
all,univariate_ar_p4_constant,40,2010Q2,2011Q2,nominal_gdp,4,-1.0416835713834516,1.0851046628901824,1.0416835713834516
all,univariate_ar_p4_constant,40,2010Q2,2012Q2,real_gdp,8,-0.0008863506688985279,7.856175082568677e-7,0.0008863506688985279
all,univariate_ar_p4_constant,40,2010Q2,2012Q2,gdp_deflator,8,0.36074205146160576,0.13013482769272783,0.36074205146160576
all,univariate_ar_p4_constant,40,2010Q2,2012Q2,unemployment_rate,8,-5.071285820826375,25.717939876514645,5.071285820826375
all,univariate_ar_p4_constant,40,2010Q2,2012Q2,effective_federal_funds_rate,8,3.2633219142266094,10.649269915871622,3.2633219142266094
all,univariate_ar_p4_constant,40,2010Q2,2012Q2,nominal_gdp,8,0.5141492697948262,0.264349471630553,0.5141492697948262
all,univariate_ar_p4_constant,40,2010Q2,2013Q2,real_gdp,12,0.7345729279366555,0.5395973864574309,0.7345729279366555
all,univariate_ar_p4_constant,40,2010Q2,2013Q2,gdp_deflator,12,1.161149619328838,1.3482684384675054,1.161149619328838
all,univariate_ar_p4_constant,40,2010Q2,2013Q2,unemployment_rate,12,-5.0186029843846125,25.18637591487414,5.0186029843846125
all,univariate_ar_p4_constant,40,2010Q2,2013Q2,effective_federal_funds_rate,12,3.7192641129995643,13.832925542246436,3.7192641129995643
all,univariate_ar_p4_constant,40,2010Q2,2013Q2,nominal_gdp,12,1.9709479668504317,3.8846358880318506,1.9709479668504317
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q3,real_gdp,1,-0.2260473434654977,0.05109740148780869,0.2260473434654977
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q3,gdp_deflator,1,0.7748119975196437,0.6003336315003803,0.7748119975196437
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q3,unemployment_rate,1,-0.23108162755557338,0.05339871859373273,0.23108162755557338
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q3,effective_federal_funds_rate,1,0.30280944676731025,0.0916935610515245,0.30280944676731025
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q3,nominal_gdp,1,0.8164164974598647,0.6665358973246333,0.8164164974598647
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q4,real_gdp,2,0.24351804690318257,0.05930103916754063,0.24351804690318257
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q4,gdp_deflator,2,-0.29954337946612686,0.08972623618198806,0.29954337946612686
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q4,unemployment_rate,2,-0.8104068902500217,0.6567593277647107,0.8104068902500217
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q4,effective_federal_funds_rate,2,0.6861863016558576,0.47085164058014356,0.6861863016558576
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2010Q4,nominal_gdp,2,0.2601094016885872,0.0676569008467948,0.2601094016885872
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2011Q2,real_gdp,4,-0.7451808729999381,0.5552945334849498,0.7451808729999381
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2011Q2,gdp_deflator,4,-0.5898232426379484,0.34789145755594414,0.5898232426379484
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2011Q2,unemployment_rate,4,-1.7044260353409033,2.9050681099479103,1.7044260353409033
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2011Q2,effective_federal_funds_rate,4,1.6936918624249617,2.8685921248445356,1.6936918624249617
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2011Q2,nominal_gdp,4,-1.1021784658396934,1.2147973705607402,1.1021784658396934
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2012Q2,real_gdp,8,0.04679076775773372,0.0021893759473581736,0.04679076775773372
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2012Q2,gdp_deflator,8,0.41976024546851987,0.17619866367579204,0.41976024546851987
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2012Q2,unemployment_rate,8,-3.1619308756217226,9.997806862209954,3.1619308756217226
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2012Q2,effective_federal_funds_rate,8,3.2633219142266094,10.649269915871622,3.2633219142266094
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2012Q2,nominal_gdp,8,0.5673982168712981,0.3219407365087286,0.5673982168712981
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2013Q2,real_gdp,12,0.7509641535431055,0.563947159906713,0.7509641535431055
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2013Q2,gdp_deflator,12,1.2118044715447107,1.4684700772557555,1.2118044715447107
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2013Q2,unemployment_rate,12,-3.0940260804319877,9.572997386393329,3.0940260804319877
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2013Q2,effective_federal_funds_rate,12,3.7192641129995643,13.832925542246436,3.7192641129995643
all,univariate_ar_bic_p1-2-3-4-5-6-7-8_constant,40,2010Q2,2013Q2,nominal_gdp,12,2.0304851653849045,4.122870006848163,2.0304851653849045
all,beforeit_var_p1_constant,40,2010Q2,2010Q3,real_gdp,1,7.271838614864004,52.879636840627235,7.271838614864004
all,beforeit_var_p1_constant,40,2010Q2,2010Q3,gdp_deflator,1,1.6475066127796607,2.714278039152711,1.6475066127796607
all,beforeit_var_p1_constant,40,2010Q2,2010Q3,unemployment_rate,1,-0.44633687949528245,0.19921660999758628,0.44633687949528245
all,beforeit_var_p1_constant,40,2010Q2,2010Q3,effective_federal_funds_rate,1,1.2309849124661685,1.5153238547193404,1.2309849124661685
all,beforeit_var_p1_constant,40,2010Q2,2010Q3,nominal_gdp,1,8.918570068042218,79.54089205857858,8.918570068042218
all,beforeit_var_p1_constant,40,2010Q2,2010Q4,real_gdp,2,7.719863908064992,59.596298759044494,7.719863908064992
all,beforeit_var_p1_constant,40,2010Q2,2010Q4,gdp_deflator,2,1.7707820587323595,3.1356690995284136,1.7707820587323595
all,beforeit_var_p1_constant,40,2010Q2,2010Q4,unemployment_rate,2,-1.6438397966715712,2.7022092771212325,1.6438397966715712
all,beforeit_var_p1_constant,40,2010Q2,2010Q4,effective_federal_funds_rate,2,2.669416601679306,7.125784993321094,2.669416601679306
all,beforeit_var_p1_constant,40,2010Q2,2010Q4,nominal_gdp,2,9.491373537539562,90.08617162910627,9.491373537539562
all,beforeit_var_p1_constant,40,2010Q2,2011Q2,real_gdp,4,8.85255881516768,78.36779757600299,8.85255881516768
all,beforeit_var_p1_constant,40,2010Q2,2011Q2,gdp_deflator,4,3.112833631543068,9.689733217665603,3.112833631543068
all,beforeit_var_p1_constant,40,2010Q2,2011Q2,unemployment_rate,4,-4.137440238108763,17.118411723921493,4.137440238108763
all,beforeit_var_p1_constant,40,2010Q2,2011Q2,effective_federal_funds_rate,4,6.048162772235288,36.58027291945284,6.048162772235288
all,beforeit_var_p1_constant,40,2010Q2,2011Q2,nominal_gdp,4,11.96465135504086,143.1528820476811,11.96465135504086
all,beforeit_var_p1_constant,40,2010Q2,2012Q2,real_gdp,8,4.959529062186547,24.596928518672975,4.959529062186547
all,beforeit_var_p1_constant,40,2010Q2,2012Q2,gdp_deflator,8,4.685129783018814,21.95044108372992,4.685129783018814
all,beforeit_var_p1_constant,40,2010Q2,2012Q2,unemployment_rate,8,-9.050185849945276,81.9058639185497,9.050185849945276
all,beforeit_var_p1_constant,40,2010Q2,2012Q2,effective_federal_funds_rate,8,10.983218519366597,120.63108904415738,10.983218519366597
all,beforeit_var_p1_constant,40,2010Q2,2012Q2,nominal_gdp,8,9.645779777597104,93.04106751790124,9.645779777597104
all,beforeit_var_p1_constant,40,2010Q2,2013Q2,real_gdp,12,-5.72152294095082,32.735824763826514,5.72152294095082
all,beforeit_var_p1_constant,40,2010Q2,2013Q2,gdp_deflator,12,1.5704611013187573,2.466348070755324,1.5704611013187573
all,beforeit_var_p1_constant,40,2010Q2,2013Q2,unemployment_rate,12,-8.440955027703405,71.24972177971138,8.440955027703405
all,beforeit_var_p1_constant,40,2010Q2,2013Q2,effective_federal_funds_rate,12,8.235537161600995,67.82407234011097,8.235537161600995
all,beforeit_var_p1_constant,40,2010Q2,2013Q2,nominal_gdp,12,-4.150611010001908,17.22757175634906,4.150611010001908
all,beforeit_var_p2_constant,40,2010Q2,2010Q3,real_gdp,1,9.087640000974469,82.58520078731125,9.087640000974469
all,beforeit_var_p2_constant,40,2010Q2,2010Q3,gdp_deflator,1,2.0661010550260133,4.268773569579605,2.0661010550260133
all,beforeit_var_p2_constant,40,2010Q2,2010Q3,unemployment_rate,1,-0.41534104267331884,0.17250818172895965,0.41534104267331884
all,beforeit_var_p2_constant,40,2010Q2,2010Q3,effective_federal_funds_rate,1,0.669307258393704,0.4479722061384964,0.669307258393704
all,beforeit_var_p2_constant,40,2010Q2,2010Q3,nominal_gdp,1,11.154167828202382,124.41545993970506,11.154167828202382
all,beforeit_var_p2_constant,40,2010Q2,2010Q4,real_gdp,2,8.64259101099307,74.69437938329823,8.64259101099307
all,beforeit_var_p2_constant,40,2010Q2,2010Q4,gdp_deflator,2,1.9150600712748678,3.6674550765913017,1.9150600712748678
all,beforeit_var_p2_constant,40,2010Q2,2010Q4,unemployment_rate,2,-1.5994934034104071,2.5583791475534072,1.5994934034104071
all,beforeit_var_p2_constant,40,2010Q2,2010Q4,effective_federal_funds_rate,2,1.8794792677798435,3.532442318014257,1.8794792677798435
all,beforeit_var_p2_constant,40,2010Q2,2010Q4,nominal_gdp,2,10.560022566404719,111.5140766029769,10.560022566404719
all,beforeit_var_p2_constant,40,2010Q2,2011Q2,real_gdp,4,11.852960226392522,140.49266612844306,11.852960226392522
all,beforeit_var_p2_constant,40,2010Q2,2011Q2,gdp_deflator,4,3.185762434697047,10.149082290326856,3.185762434697047
all,beforeit_var_p2_constant,40,2010Q2,2011Q2,unemployment_rate,4,-4.066952569451897,16.540103202171387,4.066952569451897
all,beforeit_var_p2_constant,40,2010Q2,2011Q2,effective_federal_funds_rate,4,4.045274873507665,16.364248802232456,4.045274873507665
all,beforeit_var_p2_constant,40,2010Q2,2011Q2,nominal_gdp,4,15.039137861276753,226.17566761048792,15.039137861276753
all,beforeit_var_p2_constant,40,2010Q2,2012Q2,real_gdp,8,7.287232602710304,53.103759006004,7.287232602710304
all,beforeit_var_p2_constant,40,2010Q2,2012Q2,gdp_deflator,8,5.445585344778677,29.654399747268304,5.445585344778677
all,beforeit_var_p2_constant,40,2010Q2,2012Q2,unemployment_rate,8,-9.773151910480973,95.51449826533789,9.773151910480973
all,beforeit_var_p2_constant,40,2010Q2,2012Q2,effective_federal_funds_rate,8,8.665628702663513,75.09312081242572,8.665628702663513
all,beforeit_var_p2_constant,40,2010Q2,2012Q2,nominal_gdp,8,12.734723570900893,162.1731844272588,12.734723570900893
all,beforeit_var_p2_constant,40,2010Q2,2013Q2,real_gdp,12,-7.427980159501273,55.17488924994456,7.427980159501273
all,beforeit_var_p2_constant,40,2010Q2,2013Q2,gdp_deflator,12,1.8782247200836242,3.5277280991332085,1.8782247200836242
all,beforeit_var_p2_constant,40,2010Q2,2013Q2,unemployment_rate,12,-9.584082480377358,91.85463699067621,9.584082480377358
all,beforeit_var_p2_constant,40,2010Q2,2013Q2,effective_federal_funds_rate,12,7.802082126152889,60.872485503234394,7.802082126152889
all,beforeit_var_p2_constant,40,2010Q2,2013Q2,nominal_gdp,12,-5.55030085344678,30.805839563772054,5.55030085344678
all,beforeit_var_p3_constant,40,2010Q2,2010Q3,real_gdp,1,6.2255707471744355,38.757731128074056,6.2255707471744355
all,beforeit_var_p3_constant,40,2010Q2,2010Q3,gdp_deflator,1,2.323953565654771,5.400760175319524,2.323953565654771
all,beforeit_var_p3_constant,40,2010Q2,2010Q3,unemployment_rate,1,-0.36459634240689986,0.13293049289648937,0.36459634240689986
all,beforeit_var_p3_constant,40,2010Q2,2010Q3,effective_federal_funds_rate,1,1.0332715845007268,1.0676501673366425,1.0332715845007268
all,beforeit_var_p3_constant,40,2010Q2,2010Q3,nominal_gdp,1,8.548433264389757,73.07571127572533,8.548433264389757
all,beforeit_var_p3_constant,40,2010Q2,2010Q4,real_gdp,2,8.554318018488013,73.17635676142869,8.554318018488013
all,beforeit_var_p3_constant,40,2010Q2,2010Q4,gdp_deflator,2,2.4325124141122045,5.917116644809985,2.4325124141122045
all,beforeit_var_p3_constant,40,2010Q2,2010Q4,unemployment_rate,2,-1.4826415812568285,2.198226058471749,1.4826415812568285
all,beforeit_var_p3_constant,40,2010Q2,2010Q4,effective_federal_funds_rate,2,2.5924154336317997,6.720617780532352,2.5924154336317997
all,beforeit_var_p3_constant,40,2010Q2,2010Q4,nominal_gdp,2,10.98949717261424,120.76904810689636,10.98949717261424
all,beforeit_var_p3_constant,40,2010Q2,2011Q2,real_gdp,4,11.258493961110439,126.75368627236023,11.258493961110439
all,beforeit_var_p3_constant,40,2010Q2,2011Q2,gdp_deflator,4,4.275776373927385,18.282263599835613,4.275776373927385
