cell_index,transaction,activity,product,counterpart_area,sector,accounting_entry,recipient_type,transaction_axis_role,activity_axis_role,product_axis_role,unit_measure,unit_mult,currency,decimals,obs_status,purchasers_present,purchasers_value_hundredths_million_usd,purchasers_obs_status,basic_present,basic_value_hundredths_million_usd,basic_obs_status,combined_margin_present,combined_margin_value_hundredths_million_usd,combined_margin_obs_status,net_product_tax_present,net_product_tax_value_hundredths_million_usd,net_product_tax_obs_status,gross_product_tax_present,gross_product_tax_value_hundredths_million_usd,gross_product_tax_obs_status,subsidy_magnitude_present,subsidy_magnitude_value_hundredths_million_usd,subsidy_magnitude_obs_status
2793,P2,C30,CPA08_C31,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1327,A,1,975,A,1,343,A,1,10,A,1,10,A,0,,
2794,P2,C30,CPA08_C31_32,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2516,A,1,1734,A,1,757,A,1,24,A,1,24,A,0,,
2795,P2,C30,CPA08_C32,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1188,A,1,759,A,1,414,A,1,15,A,1,15,A,0,,
2796,P2,C30,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,29246,A,1,28602,A,0,,,1,644,A,1,644,A,0,,
2797,P2,C30,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,287286,A,1,270834,A,0,,,1,16452,A,1,16452,A,0,,
2798,P2,C30,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,34405,A,1,34013,A,0,,,1,392,A,1,392,A,0,,
2799,P2,C30,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9736,A,1,9622,A,0,,,1,114,A,1,114,A,0,,
2800,P2,C30,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,12235,A,1,12219,A,0,,,1,16,A,1,16,A,0,,
2801,P2,C30,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,24669,A,1,24391,A,0,,,1,278,A,1,278,A,0,,
2802,P2,C30,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,11813,A,1,11565,A,0,,,1,248,A,1,248,A,0,,
2803,P2,C30,CPA08_E39,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,621,A,1,607,A,0,,,1,14,A,1,14,A,0,,
2804,P2,C30,CPA08_F,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,49668,A,1,49442,A,0,,,1,226,A,1,226,A,0,,
2805,P2,C30,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,49668,A,1,49442,A,0,,,1,226,A,1,226,A,0,,
2806,P2,C30,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,15453,A,1,1615601,A,1,-1600711,A,1,562,A,1,562,A,0,,
2807,P2,C30,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,13347,A,1,135978,A,1,-123193,A,1,562,A,1,562,A,0,,
2808,P2,C30,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2105,A,1,1469579,A,1,-1467474,A,0,,,0,,,0,,
2809,P2,C30,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,10044,A,1,-10044,A,0,,,0,,,0,,
2810,P2,C30,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,23673,A,1,262937,A,1,-238347,A,1,-918,A,1,292,A,1,1209,A
2811,P2,C30,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9770,A,1,230920,A,1,-220015,A,1,-1136,A,1,48,A,1,1184,A
2812,P2,C30,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,1891,A,1,-1891,A,1,0,A,0,,,1,0,A
2813,P2,C30,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2909,A,1,19132,A,1,-16441,A,1,218,A,1,243,A,1,25,A
2814,P2,C30,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10993,A,1,10993,A,0,,,0,,,0,,,0,,
2815,P2,C30,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,11303,A,1,10293,A,0,,,1,1010,A,1,1010,A,0,,
2816,P2,C30,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4417,A,1,3902,A,0,,,1,515,A,1,515,A,0,,
2817,P2,C30,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,6886,A,1,6391,A,0,,,1,495,A,1,495,A,0,,
2818,P2,C30,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,364927,A,1,358646,A,1,196,A,1,6086,A,1,6086,A,0,,
2819,P2,C30,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,16309,A,1,16060,A,1,196,A,1,54,A,1,54,A,0,,
2820,P2,C30,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,42341,A,1,39682,A,0,,,1,2659,A,1,2659,A,0,,
2821,P2,C30,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,164582,A,1,162182,A,0,,,1,2400,A,1,2400,A,0,,
2822,P2,C30,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,306278,A,1,302904,A,0,,,1,3373,A,1,3373,A,0,,
2823,P2,C30,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,141696,A,1,140722,A,0,,,1,974,A,1,974,A,0,,
2824,P2,C30,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,250715,A,1,246726,A,0,,,1,3989,A,1,4017,A,1,28,A
2825,P2,C30,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,156279,A,1,156306,A,0,,,1,-27,A,1,1,A,1,28,A
2826,P2,C30,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,73534,A,1,69518,A,0,,,1,4016,A,1,4016,A,0,,
2827,P2,C30,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,20902,A,1,20902,A,0,,,0,,,0,,,0,,
2828,P2,C30,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,192355,A,1,192423,A,0,,,1,-68,A,1,101,A,1,169,A
2829,P2,C30,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,192355,A,1,192423,A,0,,,1,-68,A,1,101,A,1,169,A
2830,P2,C30,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,993577,A,1,982116,A,0,,,1,11461,A,1,11461,A,0,,
2831,P2,C30,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,215739,A,1,207466,A,0,,,1,8273,A,1,8273,A,0,,
2832,P2,C30,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,737765,A,1,728102,A,0,,,1,9663,A,1,9663,A,0,,
2833,P2,C30,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,522026,A,1,520636,A,0,,,1,1390,A,1,1390,A,0,,
2834,P2,C30,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,87306,A,1,86764,A,0,,,1,542,A,1,542,A,0,,
2835,P2,C30,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,35631,A,1,35615,A,0,,,1,15,A,1,15,A,0,,
2836,P2,C30,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,47476,A,1,47300,A,0,,,1,176,A,1,176,A,0,,
2837,P2,C30,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,85399,A,1,84334,A,0,,,1,1065,A,1,1065,A,0,,
2838,P2,C30,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,85399,A,1,84334,A,0,,,1,1065,A,1,1065,A,0,,
2839,P2,C30,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,556432,A,1,547696,A,0,,,1,8736,A,1,8736,A,0,,
2840,P2,C30,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,108862,A,1,104242,A,0,,,1,4619,A,1,4619,A,0,,
2841,P2,C30,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,180321,A,1,179906,A,0,,,1,415,A,1,415,A,0,,
2842,P2,C30,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,695,A,1,692,A,0,,,1,3,A,1,3,A,0,,
2843,P2,C30,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,68958,A,1,68316,A,0,,,1,642,A,1,642,A,0,,
2844,P2,C30,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,266555,A,1,262855,A,0,,,1,3699,A,1,3699,A,0,,
2845,P2,C30,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,26324,A,1,25950,A,0,,,1,373,A,1,373,A,0,,
2846,P2,C30,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,171273,A,1,168589,A,0,,,1,2684,A,1,2684,A,0,,
2847,P2,C30,CPA08_R,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2613,A,1,2418,A,0,,,1,195,A,1,195,A,0,,
2848,P2,C30,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1006,A,1,983,A,0,,,1,23,A,1,23,A,0,,
2849,P2,C30,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1006,A,1,983,A,0,,,1,23,A,1,23,A,0,,
2850,P2,C30,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1607,A,1,1435,A,0,,,1,172,A,1,172,A,0,,
2851,P2,C30,CPA08_S,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,7229,A,1,6850,A,0,,,1,379,A,1,379,A,0,,
2852,P2,C30,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,507,A,1,507,A,0,,,0,,,0,,,0,,
2853,P2,C30,CPA08_S95,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5616,A,1,5335,A,0,,,1,281,A,1,281,A,0,,
2854,P2,C30,CPA08_S96,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1107,A,1,1008,A,0,,,1,99,A,1,99,A,0,,
2855,P2,C30,_T,D,S1,D,industry_intermediate_use,leaf,leaf,published_total,XDC,6,USD,2,A,1,17981142,A,1,17784014,A,1,0,A,1,197128,A,1,198536,A,1,1408,A
2856,P2,C30,_X,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,39771,A,1,39771,A,0,,,0,,,0,,,0,,
2857,P2,C31,CPA08_A,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,13695,A,1,9809,A,1,3676,A,1,211,A,1,211,A,0,,
2858,P2,C31,CPA08_A02,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,13695,A,1,9809,A,1,3676,A,1,211,A,1,211,A,0,,
2859,P2,C31,CPA08_B,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1679,A,1,1135,A,1,499,A,1,45,A,1,45,A,0,,
2860,P2,C31,CPA08_B05,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,488,A,1,289,A,1,169,A,1,30,A,1,30,A,0,,
2861,P2,C31,CPA08_B08,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1191,A,1,846,A,1,330,A,1,15,A,1,15,A,0,,
2862,P2,C31,CPA08_C,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,3913119,A,1,3050883,A,1,783255,A,1,78981,A,1,79035,A,1,54,A
2863,P2,C31,CPA08_C13,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,374729,A,1,285208,A,1,76649,A,1,12872,A,1,12927,A,1,54,A
2864,P2,C31,CPA08_C13T15,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,374729,A,1,285208,A,1,76649,A,1,12872,A,1,12927,A,1,54,A
2865,P2,C31,CPA08_C16,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,883143,A,1,712781,A,1,155304,A,1,15058,A,1,15058,A,0,,
2866,P2,C31,CPA08_C17,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,214993,A,1,175405,A,1,38303,A,1,1285,A,1,1285,A,0,,
2867,P2,C31,CPA08_C19,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23987,A,1,18664,A,1,3925,A,1,1397,A,1,1397,A,0,,
2868,P2,C31,CPA08_C20,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,249311,A,1,205457,A,1,41797,A,1,2056,A,1,2056,A,0,,
2869,P2,C31,CPA08_C22,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,412170,A,1,271570,A,1,133111,A,1,7489,A,1,7489,A,0,,
2870,P2,C31,CPA08_C23,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,38059,A,1,26762,A,1,10639,A,1,659,A,1,659,A,0,,
2871,P2,C31,CPA08_C24,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,459710,A,1,394225,A,1,59808,A,1,5677,A,1,5677,A,0,,
2872,P2,C31,CPA08_C25,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,585709,A,1,456323,A,1,115527,A,1,13859,A,1,13859,A,0,,
2873,P2,C31,CPA08_C26,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,121602,A,1,90417,A,1,29363,A,1,1822,A,1,1822,A,0,,
2874,P2,C31,CPA08_C27,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,15586,A,1,11239,A,1,3679,A,1,668,A,1,668,A,0,,
2875,P2,C31,CPA08_C28,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,29816,A,1,22528,A,1,6423,A,1,865,A,1,865,A,0,,
2876,P2,C31,CPA08_C29,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,70953,A,1,45883,A,1,22140,A,1,2930,A,1,2930,A,0,,
2877,P2,C31,CPA08_C31,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,422362,A,1,323742,A,1,86497,A,1,12123,A,1,12123,A,0,,
2878,P2,C31,CPA08_C31_32,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,422924,A,1,324215,A,1,86586,A,1,12123,A,1,12123,A,0,,
2879,P2,C31,CPA08_C32,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,561,A,1,472,A,1,89,A,0,,,0,,,0,,
2880,P2,C31,CPA08_C33,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10428,A,1,10208,A,0,,,1,220,A,1,220,A,0,,
2881,P2,C31,CPA08_D,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,67050,A,1,63175,A,0,,,1,3875,A,1,3875,A,0,,
2882,P2,C31,CPA08_E,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,18582,A,1,18346,A,0,,,1,236,A,1,236,A,0,,
2883,P2,C31,CPA08_E36,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4281,A,1,4231,A,0,,,1,50,A,1,50,A,0,,
2884,P2,C31,CPA08_E37,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5494,A,1,5489,A,0,,,1,5,A,1,5,A,0,,
2885,P2,C31,CPA08_E37T39,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,14301,A,1,14115,A,0,,,1,186,A,1,186,A,0,,
2886,P2,C31,CPA08_E38,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7674,A,1,7519,A,0,,,1,155,A,1,155,A,0,,
2887,P2,C31,CPA08_E39,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1133,A,1,1107,A,0,,,1,26,A,1,26,A,0,,
2888,P2,C31,CPA08_F,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,16501,A,1,16426,A,0,,,1,75,A,1,75,A,0,,
2889,P2,C31,CPA08_F41,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,16501,A,1,16426,A,0,,,1,75,A,1,75,A,0,,
2890,P2,C31,CPA08_G,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,30981,A,1,645253,A,1,-614456,A,1,185,A,1,185,A,0,,
2891,P2,C31,CPA08_G45,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,4131,A,1,26983,A,1,-23037,A,1,185,A,1,185,A,0,,
2892,P2,C31,CPA08_G46,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,26850,A,1,597589,A,1,-570739,A,0,,,0,,,0,,
2893,P2,C31,CPA08_G47,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,0,,,1,20680,A,1,-20680,A,0,,,0,,,0,,
2894,P2,C31,CPA08_H,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,54123,A,1,227844,A,1,-172986,A,1,-735,A,1,610,A,1,1345,A
2895,P2,C31,CPA08_H49,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,14656,A,1,184781,A,1,-168887,A,1,-1239,A,1,99,A,1,1338,A
2896,P2,C31,CPA08_H50,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,0,A,1,1620,A,1,-1620,A,1,0,A,0,,,1,0,A
2897,P2,C31,CPA08_H51,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5867,A,1,7861,A,1,-2480,A,1,486,A,1,494,A,1,8,A
2898,P2,C31,CPA08_H52,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,33600,A,1,33582,A,0,,,1,18,A,1,18,A,0,,
2899,P2,C31,CPA08_I,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,18694,A,1,16977,A,0,,,1,1717,A,1,1717,A,0,,
2900,P2,C31,CPA08_I55,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,8656,A,1,7647,A,0,,,1,1009,A,1,1009,A,0,,
2901,P2,C31,CPA08_I56,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10038,A,1,9331,A,0,,,1,707,A,1,707,A,0,,
2902,P2,C31,CPA08_J,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,109839,A,1,108146,A,1,13,A,1,1680,A,1,1680,A,0,,
2903,P2,C31,CPA08_J58,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1087,A,1,1071,A,1,13,A,1,4,A,1,4,A,0,,
2904,P2,C31,CPA08_J61,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,13829,A,1,12936,A,0,,,1,894,A,1,894,A,0,,
2905,P2,C31,CPA08_J62,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,23122,A,1,22760,A,0,,,1,362,A,1,362,A,0,,
2906,P2,C31,CPA08_J62_63,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,94923,A,1,94139,A,0,,,1,783,A,1,783,A,0,,
2907,P2,C31,CPA08_J63,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,71801,A,1,71379,A,0,,,1,421,A,1,421,A,0,,
2908,P2,C31,CPA08_K,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,213988,A,1,213479,A,0,,,1,509,A,1,529,A,1,20,A
2909,P2,C31,CPA08_K64,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,163166,A,1,163184,A,0,,,1,-18,A,1,2,A,1,20,A
2910,P2,C31,CPA08_K65,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10295,A,1,9768,A,0,,,1,527,A,1,527,A,0,,
2911,P2,C31,CPA08_K66,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,40526,A,1,40526,A,0,,,0,,,0,,,0,,
2912,P2,C31,CPA08_L,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,161209,A,1,160975,A,0,,,1,234,A,1,365,A,1,132,A
2913,P2,C31,CPA08_L68B,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,161209,A,1,160975,A,0,,,1,234,A,1,365,A,1,132,A
2914,P2,C31,CPA08_M,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,309962,A,1,308022,A,0,,,1,1940,A,1,1940,A,0,,
2915,P2,C31,CPA08_M69,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,66108,A,1,65058,A,0,,,1,1050,A,1,1050,A,0,,
2916,P2,C31,CPA08_M69_70,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,131544,A,1,130298,A,0,,,1,1246,A,1,1246,A,0,,
2917,P2,C31,CPA08_M70,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,65437,A,1,65240,A,0,,,1,196,A,1,196,A,0,,
2918,P2,C31,CPA08_M71,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,22353,A,1,22221,A,0,,,1,132,A,1,132,A,0,,
2919,P2,C31,CPA08_M72,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,5777,A,1,5738,A,0,,,1,39,A,1,39,A,0,,
2920,P2,C31,CPA08_M73,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,80077,A,1,79781,A,0,,,1,296,A,1,296,A,0,,
2921,P2,C31,CPA08_M74,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,70211,A,1,69984,A,0,,,1,226,A,1,226,A,0,,
2922,P2,C31,CPA08_M74_75,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,70211,A,1,69984,A,0,,,1,226,A,1,226,A,0,,
2923,P2,C31,CPA08_N,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,66571,A,1,64032,A,0,,,1,2538,A,1,2538,A,0,,
2924,P2,C31,CPA08_N77,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,33052,A,1,30862,A,0,,,1,2190,A,1,2190,A,0,,
2925,P2,C31,CPA08_N78,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2706,A,1,2700,A,0,,,1,6,A,1,6,A,0,,
2926,P2,C31,CPA08_N79,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,2324,A,1,2315,A,0,,,1,9,A,1,9,A,0,,
2927,P2,C31,CPA08_N80,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,7993,A,1,7886,A,0,,,1,107,A,1,107,A,0,,
2928,P2,C31,CPA08_N80T82,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,28488,A,1,28155,A,0,,,1,334,A,1,334,A,0,,
2929,P2,C31,CPA08_N81,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,9722,A,1,9584,A,0,,,1,138,A,1,138,A,0,,
2930,P2,C31,CPA08_N82,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,10773,A,1,10684,A,0,,,1,89,A,1,89,A,0,,
2931,P2,C31,CPA08_R,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,4695,A,1,4310,A,0,,,1,385,A,1,385,A,0,,
2932,P2,C31,CPA08_R90,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1482,A,1,1447,A,0,,,1,35,A,1,35,A,0,,
2933,P2,C31,CPA08_R90T92,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,1482,A,1,1447,A,0,,,1,35,A,1,35,A,0,,
2934,P2,C31,CPA08_R93,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,3213,A,1,2863,A,0,,,1,350,A,1,350,A,0,,
2935,P2,C31,CPA08_S,D,S1,D,industry_intermediate_use,leaf,leaf,aggregate,XDC,6,USD,2,A,1,2915,A,1,2830,A,0,,,1,86,A,1,86,A,0,,
2936,P2,C31,CPA08_S94,D,S1,D,industry_intermediate_use,leaf,leaf,leaf,XDC,6,USD,2,A,1,1139,A,1,1139,A,0,,,0,,,0,,,0,,
