table_key,api_row_position,row_code,api_column_position,column_code,api_token,api_token_class,api_numeric_value_millions,authenticated_display_value_millions,common_basis_source_cell_kind,common_basis_value_millions,exact_semantic_and_value_match
UIMARI,1,111CA,1,111CA,"2,607",NONZERO_INTEGER,2607,2607,numeric,2607,true
UIMARI,1,111CA,2,113FF,31,NONZERO_INTEGER,31,31,numeric,31,true
UIMARI,1,111CA,3,211,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,4,212,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,1,111CA,5,213,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,1,111CA,6,22,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,7,23,70,NONZERO_INTEGER,70,70,numeric,70,true
UIMARI,1,111CA,8,321,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,9,327,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,10,331,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,11,332,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,12,333,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,13,334,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,14,335,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,15,3361MV,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,16,3364OT,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,17,337,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,18,339,8,NONZERO_INTEGER,8,8,numeric,8,true
UIMARI,1,111CA,19,311FT,"18,161",NONZERO_INTEGER,18161,18161,numeric,18161,true
UIMARI,1,111CA,20,313TT,5,NONZERO_INTEGER,5,5,numeric,5,true
UIMARI,1,111CA,21,315AL,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,22,322,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,23,323,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,24,324,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,25,325,475,NONZERO_INTEGER,475,475,numeric,475,true
UIMARI,1,111CA,26,326,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,27,42,2,NONZERO_INTEGER,2,2,numeric,2,true
UIMARI,1,111CA,28,441,35,NONZERO_INTEGER,35,35,numeric,35,true
UIMARI,1,111CA,29,445,12,NONZERO_INTEGER,12,12,numeric,12,true
UIMARI,1,111CA,30,452,4,NONZERO_INTEGER,4,4,numeric,4,true
UIMARI,1,111CA,31,4A0,13,NONZERO_INTEGER,13,13,numeric,13,true
UIMARI,1,111CA,32,481,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,33,482,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,34,483,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,35,484,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,36,485,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,37,486,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,38,487OS,12,NONZERO_INTEGER,12,12,numeric,12,true
UIMARI,1,111CA,39,493,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,40,511,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,41,512,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,42,513,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,43,514,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,44,521CI,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,1,111CA,45,523,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,46,524,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,47,525,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,48,HS,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,1,111CA,49,ORE,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,1,111CA,50,532RL,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,51,5411,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,1,111CA,52,5415,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,1,111CA,53,5412OP,59,NONZERO_INTEGER,59,59,numeric,59,true
UIMARI,1,111CA,54,55,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,1,111CA,55,561,102,NONZERO_INTEGER,102,102,numeric,102,true
UIMARI,1,111CA,56,562,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,57,61,65,NONZERO_INTEGER,65,65,numeric,65,true
UIMARI,1,111CA,58,621,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,59,622,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,60,623,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,61,624,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,62,711AS,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,63,713,121,NONZERO_INTEGER,121,121,numeric,121,true
UIMARI,1,111CA,64,721,8,NONZERO_INTEGER,8,8,numeric,8,true
UIMARI,1,111CA,65,722,"3,901",NONZERO_INTEGER,3901,3901,numeric,3901,true
UIMARI,1,111CA,66,81,2,NONZERO_INTEGER,2,2,numeric,2,true
UIMARI,1,111CA,67,GFGD,20,NONZERO_INTEGER,20,20,numeric,20,true
UIMARI,1,111CA,68,GFGN,132,NONZERO_INTEGER,132,132,numeric,132,true
UIMARI,1,111CA,69,GFE,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,70,GSLG,732,NONZERO_INTEGER,732,732,numeric,732,true
UIMARI,1,111CA,71,GSLE,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,72,T001,"26,579",NONZERO_INTEGER,26579,26579,numeric,26579,true
UIMARI,1,111CA,73,F010,"33,931",NONZERO_INTEGER,33931,33931,numeric,33931,true
UIMARI,1,111CA,74,F02S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,75,F02E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,76,F02N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,77,F02R,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,78,F030,75,NONZERO_INTEGER,75,75,numeric,75,true
UIMARI,1,111CA,79,F040,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,80,F050,"-60,585",NONZERO_INTEGER,-60585,-60585,numeric,-60585,true
UIMARI,1,111CA,81,F06C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,82,F06S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,83,F06E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,84,F06N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,85,F07C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,86,F07S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,87,F07E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,88,F07N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,89,F10C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,90,F10S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,91,F10E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,92,F10N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,1,111CA,93,T004,"-26,579",NONZERO_INTEGER,-26579,-26579,numeric,-26579,true
UIMARI,2,113FF,1,111CA,290,NONZERO_INTEGER,290,290,numeric,290,true
UIMARI,2,113FF,2,113FF,11,NONZERO_INTEGER,11,11,numeric,11,true
UIMARI,2,113FF,3,211,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,4,212,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,2,113FF,5,213,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,6,22,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,7,23,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,8,321,211,NONZERO_INTEGER,211,211,numeric,211,true
UIMARI,2,113FF,9,327,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,2,113FF,10,331,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,11,332,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,12,333,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,13,334,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,14,335,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,15,3361MV,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,16,3364OT,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,17,337,73,NONZERO_INTEGER,73,73,numeric,73,true
UIMARI,2,113FF,18,339,183,NONZERO_INTEGER,183,183,numeric,183,true
UIMARI,2,113FF,19,311FT,"5,796",NONZERO_INTEGER,5796,5796,numeric,5796,true
UIMARI,2,113FF,20,313TT,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,21,315AL,18,NONZERO_INTEGER,18,18,numeric,18,true
UIMARI,2,113FF,22,322,40,NONZERO_INTEGER,40,40,numeric,40,true
UIMARI,2,113FF,23,323,19,NONZERO_INTEGER,19,19,numeric,19,true
UIMARI,2,113FF,24,324,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,25,325,271,NONZERO_INTEGER,271,271,numeric,271,true
UIMARI,2,113FF,26,326,"1,229",NONZERO_INTEGER,1229,1229,numeric,1229,true
UIMARI,2,113FF,27,42,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,28,441,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,29,445,408,NONZERO_INTEGER,408,408,numeric,408,true
UIMARI,2,113FF,30,452,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,31,4A0,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,32,481,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,33,482,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,34,483,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,35,484,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,36,485,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,37,486,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,38,487OS,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,2,113FF,39,493,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,40,511,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,41,512,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,42,513,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,43,514,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,44,521CI,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,45,523,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,46,524,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,47,525,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,48,HS,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,49,ORE,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,50,532RL,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,51,5411,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,52,5415,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,53,5412OP,13,NONZERO_INTEGER,13,13,numeric,13,true
UIMARI,2,113FF,54,55,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,2,113FF,55,561,3,NONZERO_INTEGER,3,3,numeric,3,true
UIMARI,2,113FF,56,562,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,57,61,30,NONZERO_INTEGER,30,30,numeric,30,true
UIMARI,2,113FF,58,621,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,59,622,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,60,623,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,61,624,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,62,711AS,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,63,713,271,NONZERO_INTEGER,271,271,numeric,271,true
UIMARI,2,113FF,64,721,258,NONZERO_INTEGER,258,258,numeric,258,true
UIMARI,2,113FF,65,722,"5,328",NONZERO_INTEGER,5328,5328,numeric,5328,true
UIMARI,2,113FF,66,81,74,NONZERO_INTEGER,74,74,numeric,74,true
UIMARI,2,113FF,67,GFGD,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,68,GFGN,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,69,GFE,11,NONZERO_INTEGER,11,11,numeric,11,true
UIMARI,2,113FF,70,GSLG,774,NONZERO_INTEGER,774,774,numeric,774,true
UIMARI,2,113FF,71,GSLE,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,72,T001,"15,315",NONZERO_INTEGER,15315,15315,numeric,15315,true
UIMARI,2,113FF,73,F010,"4,417",NONZERO_INTEGER,4417,4417,numeric,4417,true
UIMARI,2,113FF,74,F02S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,75,F02E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,76,F02N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,77,F02R,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,78,F030,-9,NONZERO_INTEGER,-9,-9,numeric,-9,true
UIMARI,2,113FF,79,F040,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,80,F050,"-19,722",NONZERO_INTEGER,-19722,-19722,numeric,-19722,true
UIMARI,2,113FF,81,F06C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,82,F06S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,83,F06E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,84,F06N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,85,F07C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,86,F07S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,87,F07E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,88,F07N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,89,F10C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,90,F10S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,91,F10E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,92,F10N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,2,113FF,93,T004,"-15,315",NONZERO_INTEGER,-15315,-15315,numeric,-15315,true
UIMARI,3,211,1,111CA,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,2,113FF,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,3,211,"7,354",NONZERO_INTEGER,7354,7354,numeric,7354,true
UIMARI,3,211,4,212,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,5,213,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,6,22,"2,001",NONZERO_INTEGER,2001,2001,numeric,2001,true
UIMARI,3,211,7,23,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,8,321,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,9,327,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,10,331,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,11,332,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,12,333,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,13,334,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,14,335,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,15,3361MV,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,16,3364OT,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,17,337,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,18,339,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,19,311FT,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,20,313TT,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,21,315AL,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,22,322,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,23,323,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,24,324,"161,668",NONZERO_INTEGER,161668,161668,numeric,161668,true
UIMARI,3,211,25,325,991,NONZERO_INTEGER,991,991,numeric,991,true
UIMARI,3,211,26,326,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,27,42,2,NONZERO_INTEGER,2,2,numeric,2,true
UIMARI,3,211,28,441,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,29,445,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,30,452,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,31,4A0,3,NONZERO_INTEGER,3,3,numeric,3,true
UIMARI,3,211,32,481,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,33,482,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,34,483,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,35,484,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,36,485,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,37,486,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,38,487OS,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,39,493,13,NONZERO_INTEGER,13,13,numeric,13,true
UIMARI,3,211,40,511,9,NONZERO_INTEGER,9,9,numeric,9,true
UIMARI,3,211,41,512,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,42,513,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,43,514,4,NONZERO_INTEGER,4,4,numeric,4,true
UIMARI,3,211,44,521CI,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,45,523,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,46,524,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,47,525,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,48,HS,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,49,ORE,4,NONZERO_INTEGER,4,4,numeric,4,true
UIMARI,3,211,50,532RL,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,51,5411,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,52,5415,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,53,5412OP,2,NONZERO_INTEGER,2,2,numeric,2,true
UIMARI,3,211,54,55,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,55,561,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,56,562,2,NONZERO_INTEGER,2,2,numeric,2,true
UIMARI,3,211,57,61,36,NONZERO_INTEGER,36,36,numeric,36,true
UIMARI,3,211,58,621,15,NONZERO_INTEGER,15,15,numeric,15,true
UIMARI,3,211,59,622,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,3,211,60,623,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,61,624,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,62,711AS,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,63,713,5,NONZERO_INTEGER,5,5,numeric,5,true
UIMARI,3,211,64,721,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,65,722,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,3,211,66,81,4,NONZERO_INTEGER,4,4,numeric,4,true
UIMARI,3,211,67,GFGD,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,68,GFGN,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,69,GFE,72,NONZERO_INTEGER,72,72,numeric,72,true
UIMARI,3,211,70,GSLG,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,71,GSLE,"1,709",NONZERO_INTEGER,1709,1709,numeric,1709,true
UIMARI,3,211,72,T001,"173,907",NONZERO_INTEGER,173907,173907,numeric,173907,true
UIMARI,3,211,73,F010,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,74,F02S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,75,F02E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,76,F02N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,77,F02R,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,78,F030,-79,NONZERO_INTEGER,-79,-79,numeric,-79,true
UIMARI,3,211,79,F040,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,80,F050,"-173,829",NONZERO_INTEGER,-173829,-173829,numeric,-173829,true
UIMARI,3,211,81,F06C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,82,F06S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,83,F06E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,84,F06N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,85,F07C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,86,F07S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,87,F07E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,88,F07N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,89,F10C,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,90,F10S,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,91,F10E,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,92,F10N,---,MARKER_TRIPLE_DASH,,0,selected_zero_not_shown,0,true
UIMARI,3,211,93,T004,"-173,907",NONZERO_INTEGER,-173907,-173907,numeric,-173907,true
UIMARI,4,212,1,111CA,124,NONZERO_INTEGER,124,124,numeric,124,true
UIMARI,4,212,2,113FF,0,LITERAL_ZERO,0,0,numeric,0,true
UIMARI,4,212,3,211,1,NONZERO_INTEGER,1,1,numeric,1,true
UIMARI,4,212,4,212,137,NONZERO_INTEGER,137,137,numeric,137,true
UIMARI,4,212,5,213,4,NONZERO_INTEGER,4,4,numeric,4,true
UIMARI,4,212,6,22,74,NONZERO_INTEGER,74,74,numeric,74,true
UIMARI,4,212,7,23,639,NONZERO_INTEGER,639,639,numeric,639,true
UIMARI,4,212,8,321,0,LITERAL_ZERO,0,0,numeric,0,true
