origin_index,parameter,mode_value
62,rho_g,0.9804513502011039
62,rho_z,0.9125742950842342
62,sigma_rate,0.13907984278942345
62,sigma_g,0.7722151288850982
62,sigma_z,0.2132374452843207
63,tau,2.904004465346229
63,kappa,0.18977709478571783
63,psi1,1.47164364568213
63,psi2,0.40232013826327373
63,r_annual,5.768240928700674e-6
63,pi_star,0.8284461437783497
63,gamma_quarterly,-0.07349234246339029
63,rho_rate,0.829146587182357
63,rho_g,0.9810067870082613
63,rho_z,0.9142431671207302
63,sigma_rate,0.13973245327260972
63,sigma_g,0.7684318374696176
63,sigma_z,0.2077422096593036
64,tau,2.811327495130369
64,kappa,0.2158684816845686
64,psi1,1.494210690243098
64,psi2,0.4167531123509409
64,r_annual,2.2201579618112376e-6
64,pi_star,0.8883982923028948
64,gamma_quarterly,-0.0775513894482173
64,rho_rate,0.8310620113110747
64,rho_g,0.9820613045227484
64,rho_z,0.9127192800582138
64,sigma_rate,0.1385404640581487
64,sigma_g,0.773141109405391
64,sigma_z,0.209157466982585
65,tau,2.8335623606817513
65,kappa,0.2280760577028567
65,psi1,1.4979992929876638
65,psi2,0.41924645009932127
65,r_annual,3.2610257271493087e-6
65,pi_star,0.85025184249895
65,gamma_quarterly,-0.0887557905289136
65,rho_rate,0.8297221738744803
65,rho_g,0.9837025162421978
65,rho_z,0.9116429888288372
65,sigma_rate,0.1373599797375917
65,sigma_g,0.7799009383132618
65,sigma_z,0.20867880816499224
66,tau,2.8369406885080575
66,kappa,0.2269288305244748
66,psi1,1.4981902619668257
66,psi2,0.4198821168560736
66,r_annual,1.3517338094048632e-8
66,pi_star,0.851200729452346
66,gamma_quarterly,-0.09296425149738002
66,rho_rate,0.8309520495646325
66,rho_g,0.9844258099588851
66,rho_z,0.9119573623810868
66,sigma_rate,0.1361720393126442
66,sigma_g,0.7756845407629763
66,sigma_z,0.208296060751402
67,tau,2.8621876286364794
67,kappa,0.2250499913573338
67,psi1,1.4960821747198396
67,psi2,0.4192038687669448
67,r_annual,3.361063911071187e-8
67,pi_star,0.8412300623639855
67,gamma_quarterly,-0.09633316552696933
67,rho_rate,0.8316307477534449
67,rho_g,0.9849853644902541
67,rho_z,0.9122193602330154
67,sigma_rate,0.13497993561714453
67,sigma_g,0.7708093263755273
67,sigma_z,0.20774453938084078
68,tau,2.89025090465364
68,kappa,0.22925990385363385
68,psi1,1.4931575491144853
68,psi2,0.41701323279074154
68,r_annual,7.705281711510542e-8
68,pi_star,0.8104031140070183
