check_id,seasonal_adjustment_code,m3_series_code,reference_period,total_series_id,materials_series_id,work_in_process_series_id,finished_goods_series_id,total_millions,materials_millions,work_in_process_millions,finished_goods_millions,residual_millions,status
A15S_1992-02,A,15S,1992-02,A15STI,A15SMI,A15SWI,A15SFI,7737,2695,1633,3409,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-03,A,15S,1992-03,A15STI,A15SMI,A15SWI,A15SFI,7895,2709,1663,3523,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-04,A,15S,1992-04,A15STI,A15SMI,A15SWI,A15SFI,8064,2677,1730,3657,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-05,A,15S,1992-05,A15STI,A15SMI,A15SWI,A15SFI,8160,2678,1761,3721,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-06,A,15S,1992-06,A15STI,A15SMI,A15SWI,A15SFI,8162,2690,1761,3711,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-07,A,15S,1992-07,A15STI,A15SMI,A15SWI,A15SFI,8221,2764,1793,3664,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-08,A,15S,1992-08,A15STI,A15SMI,A15SWI,A15SFI,8327,2763,1841,3723,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-09,A,15S,1992-09,A15STI,A15SMI,A15SWI,A15SFI,8463,2792,1862,3809,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-10,A,15S,1992-10,A15STI,A15SMI,A15SWI,A15SFI,8532,2747,1845,3940,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-11,A,15S,1992-11,A15STI,A15SMI,A15SWI,A15SFI,8513,2722,1819,3972,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1992-12,A,15S,1992-12,A15STI,A15SMI,A15SWI,A15SFI,8913,2833,1973,4107,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-01,A,15S,1993-01,A15STI,A15SMI,A15SWI,A15SFI,9013,2826,1952,4235,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-02,A,15S,1993-02,A15STI,A15SMI,A15SWI,A15SFI,9145,2868,2004,4273,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-03,A,15S,1993-03,A15STI,A15SMI,A15SWI,A15SFI,9308,2964,2013,4331,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-04,A,15S,1993-04,A15STI,A15SMI,A15SWI,A15SFI,9467,3049,1981,4437,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-05,A,15S,1993-05,A15STI,A15SMI,A15SWI,A15SFI,9589,3080,1995,4514,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-06,A,15S,1993-06,A15STI,A15SMI,A15SWI,A15SFI,9654,3150,1982,4522,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-07,A,15S,1993-07,A15STI,A15SMI,A15SWI,A15SFI,9732,3204,1961,4567,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-08,A,15S,1993-08,A15STI,A15SMI,A15SWI,A15SFI,9822,3303,1965,4554,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-09,A,15S,1993-09,A15STI,A15SMI,A15SWI,A15SFI,9932,3372,1962,4598,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-10,A,15S,1993-10,A15STI,A15SMI,A15SWI,A15SFI,10036,3532,1978,4526,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-11,A,15S,1993-11,A15STI,A15SMI,A15SWI,A15SFI,9914,3532,1956,4426,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1993-12,A,15S,1993-12,A15STI,A15SMI,A15SWI,A15SFI,10084,3785,1938,4361,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-01,A,15S,1994-01,A15STI,A15SMI,A15SWI,A15SFI,10107,3725,2026,4356,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-02,A,15S,1994-02,A15STI,A15SMI,A15SWI,A15SFI,10106,3733,1945,4428,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-03,A,15S,1994-03,A15STI,A15SMI,A15SWI,A15SFI,10089,3707,1955,4427,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-04,A,15S,1994-04,A15STI,A15SMI,A15SWI,A15SFI,10074,3736,1958,4380,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-05,A,15S,1994-05,A15STI,A15SMI,A15SWI,A15SFI,10123,3756,1977,4390,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-06,A,15S,1994-06,A15STI,A15SMI,A15SWI,A15SFI,10252,3808,2014,4430,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-07,A,15S,1994-07,A15STI,A15SMI,A15SWI,A15SFI,10270,3837,2026,4407,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-08,A,15S,1994-08,A15STI,A15SMI,A15SWI,A15SFI,10338,3851,2044,4443,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-09,A,15S,1994-09,A15STI,A15SMI,A15SWI,A15SFI,10357,3882,2067,4408,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-10,A,15S,1994-10,A15STI,A15SMI,A15SWI,A15SFI,10341,3872,2087,4382,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-11,A,15S,1994-11,A15STI,A15SMI,A15SWI,A15SFI,10481,3896,2075,4510,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1994-12,A,15S,1994-12,A15STI,A15SMI,A15SWI,A15SFI,10478,3854,2072,4552,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-01,A,15S,1995-01,A15STI,A15SMI,A15SWI,A15SFI,10552,3887,2052,4613,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-02,A,15S,1995-02,A15STI,A15SMI,A15SWI,A15SFI,10683,3967,2073,4643,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-03,A,15S,1995-03,A15STI,A15SMI,A15SWI,A15SFI,10929,4042,2085,4802,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-04,A,15S,1995-04,A15STI,A15SMI,A15SWI,A15SFI,10948,3987,2084,4877,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-05,A,15S,1995-05,A15STI,A15SMI,A15SWI,A15SFI,11005,4061,2017,4927,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-06,A,15S,1995-06,A15STI,A15SMI,A15SWI,A15SFI,10939,4011,1995,4933,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-07,A,15S,1995-07,A15STI,A15SMI,A15SWI,A15SFI,10896,3899,2071,4926,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-08,A,15S,1995-08,A15STI,A15SMI,A15SWI,A15SFI,10880,3942,2003,4935,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-09,A,15S,1995-09,A15STI,A15SMI,A15SWI,A15SFI,10758,3915,1971,4872,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-10,A,15S,1995-10,A15STI,A15SMI,A15SWI,A15SFI,10676,3881,1959,4836,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-11,A,15S,1995-11,A15STI,A15SMI,A15SWI,A15SFI,10654,3935,1934,4785,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1995-12,A,15S,1995-12,A15STI,A15SMI,A15SWI,A15SFI,10469,3867,1945,4657,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-01,A,15S,1996-01,A15STI,A15SMI,A15SWI,A15SFI,10470,3772,1951,4747,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-02,A,15S,1996-02,A15STI,A15SMI,A15SWI,A15SFI,10344,3664,1935,4745,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-03,A,15S,1996-03,A15STI,A15SMI,A15SWI,A15SFI,10013,3518,1802,4693,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-04,A,15S,1996-04,A15STI,A15SMI,A15SWI,A15SFI,9909,3513,1905,4491,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-05,A,15S,1996-05,A15STI,A15SMI,A15SWI,A15SFI,9729,3368,1894,4467,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-06,A,15S,1996-06,A15STI,A15SMI,A15SWI,A15SFI,9572,3276,1854,4442,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-07,A,15S,1996-07,A15STI,A15SMI,A15SWI,A15SFI,9461,3237,1807,4417,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-08,A,15S,1996-08,A15STI,A15SMI,A15SWI,A15SFI,9258,3130,1758,4370,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-09,A,15S,1996-09,A15STI,A15SMI,A15SWI,A15SFI,9178,3008,1785,4385,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-10,A,15S,1996-10,A15STI,A15SMI,A15SWI,A15SFI,9091,2947,1772,4372,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-11,A,15S,1996-11,A15STI,A15SMI,A15SWI,A15SFI,8889,2801,1745,4343,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1996-12,A,15S,1996-12,A15STI,A15SMI,A15SWI,A15SFI,8765,2718,1741,4306,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-01,A,15S,1997-01,A15STI,A15SMI,A15SWI,A15SFI,8875,2776,1771,4328,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-02,A,15S,1997-02,A15STI,A15SMI,A15SWI,A15SFI,8909,2797,1820,4292,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-03,A,15S,1997-03,A15STI,A15SMI,A15SWI,A15SFI,8947,2786,1858,4303,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-04,A,15S,1997-04,A15STI,A15SMI,A15SWI,A15SFI,9082,2826,1873,4383,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-05,A,15S,1997-05,A15STI,A15SMI,A15SWI,A15SFI,9203,2851,1898,4454,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-06,A,15S,1997-06,A15STI,A15SMI,A15SWI,A15SFI,9345,2846,1954,4545,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-07,A,15S,1997-07,A15STI,A15SMI,A15SWI,A15SFI,9450,2837,2006,4607,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-08,A,15S,1997-08,A15STI,A15SMI,A15SWI,A15SFI,9565,2860,2010,4695,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-09,A,15S,1997-09,A15STI,A15SMI,A15SWI,A15SFI,9572,2853,2013,4706,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-10,A,15S,1997-10,A15STI,A15SMI,A15SWI,A15SFI,9677,2867,2053,4757,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-11,A,15S,1997-11,A15STI,A15SMI,A15SWI,A15SFI,9625,2828,2080,4717,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1997-12,A,15S,1997-12,A15STI,A15SMI,A15SWI,A15SFI,9636,2783,2150,4703,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-01,A,15S,1998-01,A15STI,A15SMI,A15SWI,A15SFI,9631,2797,2110,4724,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-02,A,15S,1998-02,A15STI,A15SMI,A15SWI,A15SFI,9636,2807,2062,4767,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-03,A,15S,1998-03,A15STI,A15SMI,A15SWI,A15SFI,9698,2857,2051,4790,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-04,A,15S,1998-04,A15STI,A15SMI,A15SWI,A15SFI,9659,2789,2044,4826,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-05,A,15S,1998-05,A15STI,A15SMI,A15SWI,A15SFI,9567,2746,2081,4740,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-06,A,15S,1998-06,A15STI,A15SMI,A15SWI,A15SFI,9552,2787,2042,4723,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-07,A,15S,1998-07,A15STI,A15SMI,A15SWI,A15SFI,9522,2742,2044,4736,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-08,A,15S,1998-08,A15STI,A15SMI,A15SWI,A15SFI,9498,2721,2055,4722,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-09,A,15S,1998-09,A15STI,A15SMI,A15SWI,A15SFI,9511,2675,2033,4803,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-10,A,15S,1998-10,A15STI,A15SMI,A15SWI,A15SFI,9535,2626,1995,4914,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-11,A,15S,1998-11,A15STI,A15SMI,A15SWI,A15SFI,9514,2619,1987,4908,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1998-12,A,15S,1998-12,A15STI,A15SMI,A15SWI,A15SFI,9446,2621,1948,4877,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-01,A,15S,1999-01,A15STI,A15SMI,A15SWI,A15SFI,9285,2566,1892,4827,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-02,A,15S,1999-02,A15STI,A15SMI,A15SWI,A15SFI,9313,2538,1900,4875,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-03,A,15S,1999-03,A15STI,A15SMI,A15SWI,A15SFI,9374,2520,1899,4955,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-04,A,15S,1999-04,A15STI,A15SMI,A15SWI,A15SFI,9368,2505,1953,4910,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-05,A,15S,1999-05,A15STI,A15SMI,A15SWI,A15SFI,9456,2510,1939,5007,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-06,A,15S,1999-06,A15STI,A15SMI,A15SWI,A15SFI,9508,2511,1995,5002,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-07,A,15S,1999-07,A15STI,A15SMI,A15SWI,A15SFI,9569,2519,1989,5061,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-08,A,15S,1999-08,A15STI,A15SMI,A15SWI,A15SFI,9667,2466,2037,5164,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-09,A,15S,1999-09,A15STI,A15SMI,A15SWI,A15SFI,9727,2526,2013,5188,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-10,A,15S,1999-10,A15STI,A15SMI,A15SWI,A15SFI,9686,2549,2089,5048,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-11,A,15S,1999-11,A15STI,A15SMI,A15SWI,A15SFI,9651,2570,2087,4994,0,PASS_EXACT_SOURCE_IDENTITY
A15S_1999-12,A,15S,1999-12,A15STI,A15SMI,A15SWI,A15SFI,9783,2557,2081,5145,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-01,A,15S,2000-01,A15STI,A15SMI,A15SWI,A15SFI,9790,2545,2122,5123,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-02,A,15S,2000-02,A15STI,A15SMI,A15SWI,A15SFI,9676,2541,2134,5001,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-03,A,15S,2000-03,A15STI,A15SMI,A15SWI,A15SFI,9636,2517,2152,4967,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-04,A,15S,2000-04,A15STI,A15SMI,A15SWI,A15SFI,9540,2460,2093,4987,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-05,A,15S,2000-05,A15STI,A15SMI,A15SWI,A15SFI,9479,2516,2094,4869,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-06,A,15S,2000-06,A15STI,A15SMI,A15SWI,A15SFI,9429,2434,2103,4892,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-07,A,15S,2000-07,A15STI,A15SMI,A15SWI,A15SFI,9490,2450,2143,4897,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-08,A,15S,2000-08,A15STI,A15SMI,A15SWI,A15SFI,9440,2432,2118,4890,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-09,A,15S,2000-09,A15STI,A15SMI,A15SWI,A15SFI,9375,2432,2085,4858,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-10,A,15S,2000-10,A15STI,A15SMI,A15SWI,A15SFI,9425,2446,2035,4944,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-11,A,15S,2000-11,A15STI,A15SMI,A15SWI,A15SFI,9543,2401,2046,5096,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2000-12,A,15S,2000-12,A15STI,A15SMI,A15SWI,A15SFI,9494,2371,1996,5127,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-01,A,15S,2001-01,A15STI,A15SMI,A15SWI,A15SFI,9454,2352,1971,5131,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-02,A,15S,2001-02,A15STI,A15SMI,A15SWI,A15SFI,9230,2295,1867,5068,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-03,A,15S,2001-03,A15STI,A15SMI,A15SWI,A15SFI,8925,2277,1776,4872,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-04,A,15S,2001-04,A15STI,A15SMI,A15SWI,A15SFI,8673,2247,1758,4668,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-05,A,15S,2001-05,A15STI,A15SMI,A15SWI,A15SFI,8387,2174,1641,4572,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-06,A,15S,2001-06,A15STI,A15SMI,A15SWI,A15SFI,8129,2092,1522,4515,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-07,A,15S,2001-07,A15STI,A15SMI,A15SWI,A15SFI,7743,2022,1408,4313,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-08,A,15S,2001-08,A15STI,A15SMI,A15SWI,A15SFI,7365,1961,1334,4070,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-09,A,15S,2001-09,A15STI,A15SMI,A15SWI,A15SFI,6955,1871,1286,3798,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-10,A,15S,2001-10,A15STI,A15SMI,A15SWI,A15SFI,6681,1798,1263,3620,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-11,A,15S,2001-11,A15STI,A15SMI,A15SWI,A15SFI,6398,1749,1202,3447,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2001-12,A,15S,2001-12,A15STI,A15SMI,A15SWI,A15SFI,5962,1584,1125,3253,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-01,A,15S,2002-01,A15STI,A15SMI,A15SWI,A15SFI,5801,1579,1134,3088,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-02,A,15S,2002-02,A15STI,A15SMI,A15SWI,A15SFI,5706,1569,1149,2988,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-03,A,15S,2002-03,A15STI,A15SMI,A15SWI,A15SFI,5617,1556,1140,2921,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-04,A,15S,2002-04,A15STI,A15SMI,A15SWI,A15SFI,5546,1533,1111,2902,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-05,A,15S,2002-05,A15STI,A15SMI,A15SWI,A15SFI,5565,1517,1179,2869,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-06,A,15S,2002-06,A15STI,A15SMI,A15SWI,A15SFI,5531,1509,1179,2843,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-07,A,15S,2002-07,A15STI,A15SMI,A15SWI,A15SFI,5518,1510,1182,2826,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-08,A,15S,2002-08,A15STI,A15SMI,A15SWI,A15SFI,5542,1497,1176,2869,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-09,A,15S,2002-09,A15STI,A15SMI,A15SWI,A15SFI,5609,1523,1092,2994,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-10,A,15S,2002-10,A15STI,A15SMI,A15SWI,A15SFI,5677,1540,1087,3050,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-11,A,15S,2002-11,A15STI,A15SMI,A15SWI,A15SFI,5692,1549,1114,3029,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2002-12,A,15S,2002-12,A15STI,A15SMI,A15SWI,A15SFI,5707,1534,1124,3049,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-01,A,15S,2003-01,A15STI,A15SMI,A15SWI,A15SFI,5712,1537,1121,3054,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-02,A,15S,2003-02,A15STI,A15SMI,A15SWI,A15SFI,5680,1495,1086,3099,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-03,A,15S,2003-03,A15STI,A15SMI,A15SWI,A15SFI,5649,1472,1066,3111,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-04,A,15S,2003-04,A15STI,A15SMI,A15SWI,A15SFI,5666,1476,1042,3148,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-05,A,15S,2003-05,A15STI,A15SMI,A15SWI,A15SFI,5575,1464,1001,3110,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-06,A,15S,2003-06,A15STI,A15SMI,A15SWI,A15SFI,5404,1394,996,3014,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-07,A,15S,2003-07,A15STI,A15SMI,A15SWI,A15SFI,5431,1386,1002,3043,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-08,A,15S,2003-08,A15STI,A15SMI,A15SWI,A15SFI,5230,1366,959,2905,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-09,A,15S,2003-09,A15STI,A15SMI,A15SWI,A15SFI,5077,1297,924,2856,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-10,A,15S,2003-10,A15STI,A15SMI,A15SWI,A15SFI,4941,1276,915,2750,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-11,A,15S,2003-11,A15STI,A15SMI,A15SWI,A15SFI,4800,1244,918,2638,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2003-12,A,15S,2003-12,A15STI,A15SMI,A15SWI,A15SFI,4680,1218,885,2577,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-01,A,15S,2004-01,A15STI,A15SMI,A15SWI,A15SFI,4572,1203,868,2501,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-02,A,15S,2004-02,A15STI,A15SMI,A15SWI,A15SFI,4428,1191,864,2373,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-03,A,15S,2004-03,A15STI,A15SMI,A15SWI,A15SFI,4386,1176,846,2364,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-04,A,15S,2004-04,A15STI,A15SMI,A15SWI,A15SFI,4324,1173,855,2296,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-05,A,15S,2004-05,A15STI,A15SMI,A15SWI,A15SFI,4285,1165,831,2289,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-06,A,15S,2004-06,A15STI,A15SMI,A15SWI,A15SFI,4313,1179,821,2313,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-07,A,15S,2004-07,A15STI,A15SMI,A15SWI,A15SFI,4323,1162,818,2343,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-08,A,15S,2004-08,A15STI,A15SMI,A15SWI,A15SFI,4346,1183,816,2347,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-09,A,15S,2004-09,A15STI,A15SMI,A15SWI,A15SFI,4391,1208,823,2360,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-10,A,15S,2004-10,A15STI,A15SMI,A15SWI,A15SFI,4367,1174,802,2391,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-11,A,15S,2004-11,A15STI,A15SMI,A15SWI,A15SFI,4371,1164,780,2427,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2004-12,A,15S,2004-12,A15STI,A15SMI,A15SWI,A15SFI,4391,1166,764,2461,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-01,A,15S,2005-01,A15STI,A15SMI,A15SWI,A15SFI,4432,1145,753,2534,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-02,A,15S,2005-02,A15STI,A15SMI,A15SWI,A15SFI,4449,1151,748,2550,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-03,A,15S,2005-03,A15STI,A15SMI,A15SWI,A15SFI,4420,1130,743,2547,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-04,A,15S,2005-04,A15STI,A15SMI,A15SWI,A15SFI,4409,1118,734,2557,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-05,A,15S,2005-05,A15STI,A15SMI,A15SWI,A15SFI,4362,1107,718,2537,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-06,A,15S,2005-06,A15STI,A15SMI,A15SWI,A15SFI,4312,1100,697,2515,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-07,A,15S,2005-07,A15STI,A15SMI,A15SWI,A15SFI,4193,1089,695,2409,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-08,A,15S,2005-08,A15STI,A15SMI,A15SWI,A15SFI,4208,1074,705,2429,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-09,A,15S,2005-09,A15STI,A15SMI,A15SWI,A15SFI,4196,1074,720,2402,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-10,A,15S,2005-10,A15STI,A15SMI,A15SWI,A15SFI,4158,1063,725,2370,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-11,A,15S,2005-11,A15STI,A15SMI,A15SWI,A15SFI,4067,1057,701,2309,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2005-12,A,15S,2005-12,A15STI,A15SMI,A15SWI,A15SFI,3984,1040,692,2252,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-01,A,15S,2006-01,A15STI,A15SMI,A15SWI,A15SFI,3891,1027,677,2187,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-02,A,15S,2006-02,A15STI,A15SMI,A15SWI,A15SFI,3854,1008,664,2182,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-03,A,15S,2006-03,A15STI,A15SMI,A15SWI,A15SFI,3815,981,683,2151,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-04,A,15S,2006-04,A15STI,A15SMI,A15SWI,A15SFI,3720,961,623,2136,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-05,A,15S,2006-05,A15STI,A15SMI,A15SWI,A15SFI,3653,970,604,2079,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-06,A,15S,2006-06,A15STI,A15SMI,A15SWI,A15SFI,3554,902,551,2101,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-07,A,15S,2006-07,A15STI,A15SMI,A15SWI,A15SFI,3500,903,530,2067,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-08,A,15S,2006-08,A15STI,A15SMI,A15SWI,A15SFI,3560,902,529,2129,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-09,A,15S,2006-09,A15STI,A15SMI,A15SWI,A15SFI,3218,878,519,1821,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-10,A,15S,2006-10,A15STI,A15SMI,A15SWI,A15SFI,3194,854,518,1822,0,PASS_EXACT_SOURCE_IDENTITY
A15S_2006-11,A,15S,2006-11,A15STI,A15SMI,A15SWI,A15SFI,3248,848,525,1875,0,PASS_EXACT_SOURCE_IDENTITY
